Nov. 18, 2020   14:02:18
Cyclic Voltammetry
File: c:\documents and settings\administrator\×ÀÃæ\wyz\o2a.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.15
Low E (V) = -0.28
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.005
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:
Ep = 0.180V
ip = 2.432e-5A
Ah = 2.274e-5C

Segment 3:

Segment 4:
Ep = 0.245V
ip = 2.148e-5A
Ah = 1.717e-5C

Segment 5:
Segment 6:
Ep = 0.225V
ip = 2.464e-5A
Ah = 3.007e-5C

Segment 7:
Segment 8:
Ep = 0.185V
ip = 2.746e-5A
Ah = 2.834e-5C

Segment 9:
Segment 10:
Ep = 0.245V
ip = 2.334e-5A
Ah = 2.047e-5C

Potential/V, Current/A, Charge/C
0.555, 1.025e-6, -6.726e-6
0.550, 1.069e-6, -6.672e-6
0.545, 1.128e-6, -6.616e-6
0.540, 1.181e-6, -6.557e-6
0.535, 1.244e-6, -6.495e-6
0.530, 1.310e-6, -6.429e-6
0.525, 1.401e-6, -6.359e-6
0.520, 1.492e-6, -6.285e-6
0.515, 1.588e-6, -6.205e-6
0.510, 1.686e-6, -6.121e-6
0.505, 1.801e-6, -6.031e-6
0.500, 1.916e-6, -5.935e-6
0.495, 2.024e-6, -5.834e-6
0.490, 2.189e-6, -5.725e-6
0.485, 2.343e-6, -5.607e-6
0.480, 2.508e-6, -5.482e-6
0.475, 2.690e-6, -5.347e-6
0.470, 2.885e-6, -5.203e-6
0.465, 3.107e-6, -5.048e-6
0.460, 3.335e-6, -4.881e-6
0.455, 3.590e-6, -4.702e-6
0.450, 3.863e-6, -4.509e-6
0.445, 4.159e-6, -4.301e-6
0.440, 4.479e-6, -4.077e-6
0.435, 4.847e-6, -3.834e-6
0.430, 5.210e-6, -3.574e-6
0.425, 5.589e-6, -3.294e-6
0.420, 5.980e-6, -2.995e-6
0.415, 6.401e-6, -2.675e-6
0.410, 6.803e-6, -2.335e-6
0.405, 7.246e-6, -1.973e-6
0.400, 7.797e-6, -1.583e-6
0.395, 8.354e-6, -1.165e-6
0.390, 8.906e-6, -7.200e-7
0.385, 9.355e-6, -2.522e-7
0.380, 9.881e-6, 2.418e-7
0.375, 1.031e-5, 7.572e-7
0.370, 1.137e-5, 1.326e-6
0.365, 1.180e-5, 1.916e-6
0.360, 1.230e-5, 2.531e-6
0.355, 1.274e-5, 3.168e-6
0.350, 1.335e-5, 3.836e-6
0.345, 1.452e-5, 4.561e-6
0.340, 1.518e-5, 5.320e-6
0.335, 1.526e-5, 6.084e-6
0.330, 1.617e-5, 6.892e-6
0.325, 1.655e-5, 7.720e-6
0.320, 1.704e-5, 8.572e-6
0.315, 1.712e-5, 9.428e-6
0.310, 1.790e-5, 1.032e-5
0.305, 1.905e-5, 1.127e-5
0.300, 2.007e-5, 1.228e-5
0.295, 2.085e-5, 1.332e-5
0.290, 2.123e-5, 1.438e-5
0.285, 2.214e-5, 1.549e-5
0.280, 2.171e-5, 1.657e-5
0.275, 2.169e-5, 1.766e-5
0.270, 2.545e-5, 1.893e-5
0.265, 2.388e-5, 2.013e-5
0.260, 2.369e-5, 2.131e-5
0.255, 2.498e-5, 2.256e-5
0.250, 2.603e-5, 2.386e-5
0.245, 2.879e-5, 2.530e-5
0.240, 2.991e-5, 2.679e-5
0.235, 2.681e-5, 2.813e-5
0.230, 3.100e-5, 2.968e-5
0.225, 2.864e-5, 3.112e-5
0.220, 2.847e-5, 3.254e-5
0.215, 3.225e-5, 3.415e-5
0.210, 3.043e-5, 3.567e-5
0.205, 2.806e-5, 3.708e-5
0.200, 2.759e-5, 3.846e-5
0.195, 2.693e-5, 3.980e-5
0.190, 3.088e-5, 4.135e-5
0.185, 3.650e-5, 4.317e-5
0.180, 4.029e-5, 4.519e-5
0.175, 3.589e-5, 4.698e-5
0.170, 3.168e-5, 4.857e-5
0.165, 3.074e-5, 5.010e-5
0.160, 2.948e-5, 5.158e-5
0.155, 3.017e-5, 5.308e-5
0.150, 3.641e-5, 5.491e-5
0.145, 3.649e-5, 5.673e-5
0.140, 3.557e-5, 5.851e-5
0.135, 3.178e-5, 6.010e-5
0.130, 3.164e-5, 6.168e-5
0.125, 3.013e-5, 6.319e-5
0.120, 3.087e-5, 6.473e-5
0.115, 3.868e-5, 6.666e-5
0.110, 3.663e-5, 6.849e-5
0.105, 3.026e-5, 7.001e-5
0.100, 2.817e-5, 7.142e-5
0.095, 3.434e-5, 7.313e-5
0.090, 3.323e-5, 7.479e-5
0.085, 3.588e-5, 7.659e-5
0.080, 4.560e-5, 7.887e-5
0.075, 4.130e-5, 8.093e-5
0.070, 3.823e-5, 8.284e-5
0.065, 4.001e-5, 8.485e-5
0.060, 3.863e-5, 8.678e-5
0.055, 3.772e-5, 8.866e-5
0.050, 3.369e-5, 9.035e-5
0.045, 3.494e-5, 9.209e-5
0.040, 3.911e-5, 9.405e-5
0.035, 4.413e-5, 9.626e-5
0.030, 4.396e-5, 9.845e-5
0.025, 3.798e-5, 1.004e-4
0.020, 3.993e-5, 1.024e-4
0.015, 3.666e-5, 1.042e-4
0.010, 3.612e-5, 1.060e-4
0.005, 4.165e-5, 1.081e-4
0.000, 3.761e-5, 1.100e-4
-0.005, 3.270e-5, 1.116e-4
-0.010, 3.813e-5, 1.135e-4
-0.015, 4.333e-5, 1.157e-4
-0.020, 4.718e-5, 1.180e-4
-0.025, 4.890e-5, 1.205e-4
-0.030, 4.695e-5, 1.228e-4
-0.035, 3.722e-5, 1.247e-4
-0.040, 4.191e-5, 1.268e-4
-0.045, 4.410e-5, 1.290e-4
-0.050, 4.257e-5, 1.311e-4
-0.055, 4.000e-5, 1.331e-4
-0.060, 5.201e-5, 1.357e-4
-0.065, 4.065e-5, 1.377e-4
-0.070, 3.025e-5, 1.392e-4
-0.075, 3.061e-5, 1.408e-4
-0.080, 3.906e-5, 1.427e-4
-0.085, 3.576e-5, 1.445e-4
-0.090, 3.086e-5, 1.461e-4
-0.095, 3.454e-5, 1.478e-4
-0.100, 3.726e-5, 1.497e-4
-0.105, 4.611e-5, 1.520e-4
-0.110, 3.959e-5, 1.539e-4
-0.115, 3.895e-5, 1.559e-4
-0.120, 4.035e-5, 1.579e-4
-0.125, 4.178e-5, 1.600e-4
-0.130, 3.614e-5, 1.618e-4
-0.135, 4.233e-5, 1.639e-4
-0.140, 4.718e-5, 1.663e-4
-0.145, 4.484e-5, 1.685e-4
-0.150, 4.773e-5, 1.709e-4
-0.155, 5.327e-5, 1.736e-4
-0.160, 4.387e-5, 1.758e-4
-0.165, 4.689e-5, 1.781e-4
-0.170, 3.968e-5, 1.801e-4
-0.175, 4.227e-5, 1.822e-4
-0.180, 4.040e-5, 1.842e-4
-0.185, 3.651e-5, 1.860e-4
-0.190, 4.750e-5, 1.884e-4
-0.195, 4.662e-5, 1.908e-4
-0.200, 3.907e-5, 1.927e-4
-0.205, 3.456e-5, 1.944e-4
-0.210, 4.774e-5, 1.968e-4
-0.215, 3.720e-5, 1.987e-4
-0.220, 3.348e-5, 2.004e-4
-0.225, 3.340e-5, 2.020e-4
-0.230, 3.108e-5, 2.036e-4
-0.235, 2.790e-5, 2.050e-4
-0.240, 3.936e-5, 2.069e-4
-0.245, 5.163e-5, 2.095e-4
-0.250, 4.594e-5, 2.118e-4
-0.255, 3.952e-5, 2.138e-4
-0.260, 3.743e-5, 2.157e-4
-0.265, 3.573e-5, 2.175e-4
-0.270, 3.382e-5, 2.191e-4
-0.275, 3.283e-5, 2.208e-4
-0.280, 3.170e-5, 2.224e-4

Segment 3:
-0.275, 4.518e-5, 2.246e-4
-0.270, 4.061e-5, 2.267e-4
-0.265, 3.890e-5, 2.286e-4
-0.260, 4.257e-5, 2.307e-4
-0.255, 4.596e-5, 2.330e-4
-0.250, 4.703e-5, 2.354e-4
-0.245, 4.251e-5, 2.375e-4
-0.240, 4.655e-5, 2.398e-4
-0.235, 4.297e-5, 2.420e-4
-0.230, 4.644e-5, 2.443e-4
-0.225, 5.002e-5, 2.468e-4
-0.220, 4.145e-5, 2.489e-4
-0.215, 4.089e-5, 2.509e-4
-0.210, 3.574e-5, 2.527e-4
-0.205, 3.579e-5, 2.545e-4
-0.200, 4.726e-5, 2.569e-4
-0.195, 4.180e-5, 2.590e-4
-0.190, 3.510e-5, 2.607e-4
-0.185, 3.323e-5, 2.624e-4
-0.180, 2.674e-5, 2.637e-4
-0.175, 2.889e-5, 2.652e-4
-0.170, 2.772e-5, 2.665e-4
-0.165, 3.222e-5, 2.682e-4
-0.160, 5.076e-5, 2.707e-4
-0.155, 4.585e-5, 2.730e-4
-0.150, 4.590e-5, 2.753e-4
-0.145, 4.193e-5, 2.774e-4
-0.140, 3.805e-5, 2.793e-4
-0.135, 5.456e-5, 2.820e-4
-0.130, 4.477e-5, 2.842e-4
-0.125, 4.141e-5, 2.863e-4
-0.120, 5.065e-5, 2.888e-4
-0.115, 3.601e-5, 2.906e-4
-0.110, 3.462e-5, 2.924e-4
-0.105, 3.842e-5, 2.943e-4
-0.100, 3.432e-5, 2.960e-4
-0.095, 3.533e-5, 2.978e-4
-0.090, 3.511e-5, 2.995e-4
-0.085, 3.382e-5, 3.012e-4
-0.080, 4.365e-5, 3.034e-4
-0.075, 3.891e-5, 3.054e-4
-0.070, 3.536e-5, 3.071e-4
-0.065, 3.349e-5, 3.088e-4
-0.060, 3.450e-5, 3.105e-4
-0.055, 2.791e-5, 3.119e-4
-0.050, 3.173e-5, 3.135e-4
-0.045, 3.942e-5, 3.155e-4
-0.040, 3.650e-5, 3.173e-4
-0.035, 3.114e-5, 3.189e-4
-0.030, 3.376e-5, 3.205e-4
-0.025, 4.688e-5, 3.229e-4
-0.020, 3.709e-5, 3.247e-4
-0.015, 3.861e-5, 3.267e-4
-0.010, 4.514e-5, 3.289e-4
-0.005, 3.778e-5, 3.308e-4
-0.000, 4.151e-5, 3.329e-4
0.005, 4.562e-5, 3.352e-4
0.010, 4.502e-5, 3.374e-4
0.015, 5.197e-5, 3.400e-4
0.020, 4.176e-5, 3.421e-4
0.025, 3.471e-5, 3.438e-4
0.030, 3.943e-5, 3.458e-4
0.035, 3.791e-5, 3.477e-4
0.040, 3.708e-5, 3.496e-4
0.045, 4.375e-5, 3.518e-4
0.050, 4.236e-5, 3.539e-4
0.055, 3.828e-5, 3.558e-4
0.060, 3.266e-5, 3.574e-4
0.065, 3.607e-5, 3.592e-4
0.070, 3.179e-5, 3.608e-4
0.075, 3.678e-5, 3.627e-4
0.080, 3.662e-5, 3.645e-4
0.085, 3.884e-5, 3.664e-4
0.090, 4.090e-5, 3.685e-4
0.095, 4.544e-5, 3.707e-4
0.100, 4.041e-5, 3.728e-4
0.105, 3.640e-5, 3.746e-4
0.110, 4.144e-5, 3.767e-4
0.115, 3.399e-5, 3.784e-4
0.120, 3.147e-5, 3.799e-4
0.125, 3.792e-5, 3.818e-4
0.130, 3.481e-5, 3.836e-4
0.135, 3.457e-5, 3.853e-4
0.140, 3.897e-5, 3.872e-4
0.145, 3.868e-5, 3.892e-4
0.150, 3.513e-5, 3.909e-4
0.155, 2.899e-5, 3.924e-4
0.160, 3.583e-5, 3.942e-4
0.165, 4.023e-5, 3.962e-4
0.170, 4.174e-5, 3.983e-4
0.175, 4.006e-5, 4.003e-4
0.180, 3.434e-5, 4.020e-4
0.185, 3.382e-5, 4.037e-4
0.190, 4.100e-5, 4.057e-4
0.195, 3.704e-5, 4.076e-4
0.200, 3.152e-5, 4.092e-4
0.205, 3.383e-5, 4.109e-4
0.210, 3.443e-5, 4.126e-4
0.215, 3.684e-5, 4.144e-4
0.220, 3.769e-5, 4.163e-4
0.225, 3.041e-5, 4.178e-4
0.230, 2.488e-5, 4.191e-4
0.235, 2.485e-5, 4.203e-4
0.240, 2.892e-5, 4.218e-4
0.245, 3.131e-5, 4.233e-4
0.250, 3.619e-5, 4.251e-4
0.255, 3.918e-5, 4.271e-4
0.260, 3.334e-5, 4.288e-4
0.265, 3.266e-5, 4.304e-4
0.270, 3.137e-5, 4.320e-4
0.275, 2.752e-5, 4.333e-4
0.280, 2.647e-5, 4.347e-4
0.285, 2.730e-5, 4.360e-4
0.290, 2.859e-5, 4.375e-4
0.295, 2.776e-5, 4.388e-4
0.300, 2.827e-5, 4.403e-4
0.305, 2.550e-5, 4.415e-4
0.310, 2.261e-5, 4.427e-4
0.315, 2.062e-5, 4.437e-4
0.320, 2.129e-5, 4.448e-4
0.325, 2.119e-5, 4.458e-4
0.330, 2.171e-5, 4.469e-4
0.335, 2.191e-5, 4.480e-4
0.340, 2.320e-5, 4.492e-4
0.345, 2.235e-5, 4.503e-4
0.350, 2.204e-5, 4.514e-4
0.355, 2.146e-5, 4.524e-4
0.360, 1.982e-5, 4.534e-4
0.365, 1.876e-5, 4.544e-4
0.370, 1.785e-5, 4.553e-4
0.375, 1.753e-5, 4.561e-4
0.380, 1.611e-5, 4.570e-4
0.385, 1.495e-5, 4.577e-4
0.390, 1.367e-5, 4.584e-4
0.395, 1.355e-5, 4.591e-4
0.400, 1.441e-5, 4.598e-4
0.405, 1.365e-5, 4.605e-4
0.410, 1.291e-5, 4.611e-4
0.415, 1.279e-5, 4.617e-4
0.420, 1.200e-5, 4.623e-4
0.425, 1.102e-5, 4.629e-4
0.430, 1.023e-5, 4.634e-4
0.435, 9.523e-6, 4.639e-4
0.440, 8.686e-6, 4.643e-4
0.445, 8.173e-6, 4.647e-4
0.450, 7.722e-6, 4.651e-4
0.455, 7.080e-6, 4.655e-4
0.460, 6.980e-6, 4.658e-4
0.465, 6.803e-6, 4.662e-4
0.470, 6.343e-6, 4.665e-4
0.475, 5.853e-6, 4.668e-4
0.480, 5.382e-6, 4.670e-4
0.485, 5.003e-6, 4.673e-4
0.490, 4.579e-6, 4.675e-4
0.495, 4.248e-6, 4.677e-4
0.500, 3.892e-6, 4.679e-4
0.505, 3.621e-6, 4.681e-4
0.510, 3.298e-6, 4.683e-4
0.515, 2.987e-6, 4.684e-4
0.520, 2.728e-6, 4.686e-4
0.525, 2.444e-6, 4.687e-4
0.530, 2.167e-6, 4.688e-4
0.535, 1.938e-6, 4.689e-4
0.540, 1.704e-6, 4.690e-4
0.545, 1.479e-6, 4.690e-4
0.550, 1.258e-6, 4.691e-4
0.555, 1.069e-6, 4.692e-4
0.560, 8.903e-7, 4.692e-4
0.565, 7.348e-7, 4.692e-4
0.570, 5.790e-7, 4.693e-4
0.575, 4.332e-7, 4.693e-4
0.580, 3.033e-7, 4.693e-4
0.585, 1.786e-7, 4.693e-4
0.590, 5.337e-8, 4.693e-4
0.595, -5.788e-8, 4.693e-4
0.600, -1.674e-7, 4.693e-4
0.605, -2.570e-7, 4.693e-4
0.610, -3.407e-7, 4.693e-4
0.615, -4.148e-7, 4.693e-4
0.620, -4.889e-7, 4.692e-4
0.625, -5.543e-7, 4.692e-4
0.630, -6.156e-7, 4.692e-4
0.635, -6.708e-7, 4.691e-4
0.640, -7.296e-7, 4.691e-4
0.645, -7.755e-7, 4.691e-4
0.650, -8.259e-7, 4.690e-4
0.655, -8.662e-7, 4.690e-4
0.660, -9.084e-7, 4.689e-4
0.665, -9.459e-7, 4.689e-4
0.670, -9.781e-7, 4.688e-4
0.675, -1.004e-6, 4.688e-4
0.680, -1.032e-6, 4.687e-4
0.685, -1.053e-6, 4.687e-4
0.690, -1.072e-6, 4.686e-4
0.695, -1.091e-6, 4.686e-4
0.700, -1.111e-6, 4.685e-4
0.705, -1.127e-6, 4.685e-4
0.710, -1.147e-6, 4.684e-4
0.715, -1.165e-6, 4.683e-4
0.720, -1.183e-6, 4.683e-4
0.725, -1.204e-6, 4.682e-4
0.730, -1.219e-6, 4.682e-4
0.735, -1.246e-6, 4.681e-4
0.740, -1.267e-6, 4.680e-4
0.745, -1.284e-6, 4.680e-4
0.750, -1.303e-6, 4.679e-4
0.755, -1.314e-6, 4.678e-4
0.760, -1.331e-6, 4.678e-4
0.765, -1.342e-6, 4.677e-4
0.770, -1.355e-6, 4.676e-4
0.775, -1.365e-6, 4.676e-4
0.780, -1.376e-6, 4.675e-4
0.785, -1.388e-6, 4.674e-4
0.790, -1.404e-6, 4.674e-4
0.795, -1.421e-6, 4.673e-4
0.800, -1.437e-6, 4.672e-4
0.805, -1.455e-6, 4.672e-4
0.810, -1.463e-6, 4.671e-4
0.815, -1.503e-6, 4.670e-4
0.820, -1.515e-6, 4.669e-4
0.825, -1.532e-6, 4.669e-4
0.830, -1.552e-6, 4.668e-4
0.835, -1.565e-6, 4.667e-4
0.840, -1.584e-6, 4.666e-4
0.845, -1.603e-6, 4.665e-4
0.850, -1.619e-6, 4.665e-4
0.855, -1.629e-6, 4.664e-4
0.860, -1.651e-6, 4.663e-4
0.865, -1.668e-6, 4.662e-4
0.870, -1.689e-6, 4.661e-4
0.875, -1.710e-6, 4.660e-4
0.880, -1.737e-6, 4.660e-4
0.885, -1.756e-6, 4.659e-4
0.890, -1.783e-6, 4.658e-4
0.895, -1.805e-6, 4.657e-4
0.900, -1.828e-6, 4.656e-4
0.905, -1.852e-6, 4.655e-4
0.910, -1.873e-6, 4.654e-4
0.915, -1.880e-6, 4.653e-4
0.920, -1.931e-6, 4.652e-4
0.925, -1.930e-6, 4.651e-4
0.930, -1.952e-6, 4.650e-4
0.935, -1.961e-6, 4.649e-4
0.940, -1.982e-6, 4.648e-4
0.945, -1.998e-6, 4.647e-4
0.950, -2.017e-6, 4.646e-4
0.955, -2.030e-6, 4.645e-4
0.960, -2.046e-6, 4.644e-4
0.965, -2.072e-6, 4.643e-4
0.970, -2.097e-6, 4.642e-4
0.975, -2.114e-6, 4.641e-4
0.980, -2.134e-6, 4.640e-4
0.985, -2.154e-6, 4.639e-4
0.990, -2.172e-6, 4.638e-4
0.995, -2.189e-6, 4.637e-4
1.000, -2.208e-6, 4.636e-4
1.005, -2.219e-6, 4.635e-4
1.010, -2.232e-6, 4.633e-4
1.015, -2.251e-6, 4.632e-4
