Nov. 18, 2020   13:46:11
Cyclic Voltammetry
File: c:\documents and settings\administrator\×ÀÃæ\wyz\empty01.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.15
Low E (V) = -0.28
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.005
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:
Ep = 0.420V
ip = 1.666e-6A
Ah = 1.451e-6C

Ep = -0.275V
ip = 1.035e-6A
Ah = 8.468e-7C

Segment 3:
Ep = 1.145V
ip = -5.086e-8A
Ah = -1.641e-8C

Segment 4:
Ep = 0.420V
ip = 1.720e-6A
Ah = 1.599e-6C

Segment 5:
Ep = 1.145V
ip = -3.585e-8A
Ah = -8.030e-9C

Segment 6:
Ep = 0.425V
ip = 1.898e-6A
Ah = 1.662e-6C

Segment 7:

Segment 8:
Ep = 0.425V
ip = 1.926e-6A
Ah = 1.723e-6C

Segment 9:
Ep = 1.145V
ip = -7.337e-8A
Ah = -2.507e-8C

Segment 10:
Ep = 0.425V
ip = 1.898e-6A
Ah = 1.696e-6C

Potential/V, Current/A, Charge/C
0.590, 7.641e-7, -9.220e-6
0.585, 7.911e-7, -9.181e-6
0.580, 8.323e-7, -9.139e-6
0.575, 8.666e-7, -9.096e-6
0.570, 9.010e-7, -9.051e-6
0.565, 9.367e-7, -9.004e-6
0.560, 9.852e-7, -8.955e-6
0.555, 1.032e-6, -8.903e-6
0.550, 1.072e-6, -8.849e-6
0.545, 1.125e-6, -8.793e-6
0.540, 1.182e-6, -8.734e-6
0.535, 1.236e-6, -8.672e-6
0.530, 1.294e-6, -8.607e-6
0.525, 1.356e-6, -8.540e-6
0.520, 1.445e-6, -8.467e-6
0.515, 1.513e-6, -8.392e-6
0.510, 1.586e-6, -8.312e-6
0.505, 1.663e-6, -8.229e-6
0.500, 1.744e-6, -8.142e-6
0.495, 1.826e-6, -8.051e-6
0.490, 1.911e-6, -7.955e-6
0.485, 1.998e-6, -7.855e-6
0.480, 2.089e-6, -7.751e-6
0.475, 2.172e-6, -7.642e-6
0.470, 2.265e-6, -7.529e-6
0.465, 2.354e-6, -7.411e-6
0.460, 2.442e-6, -7.289e-6
0.455, 2.517e-6, -7.163e-6
0.450, 2.599e-6, -7.033e-6
0.445, 2.664e-6, -6.900e-6
0.440, 2.729e-6, -6.764e-6
0.435, 2.777e-6, -6.625e-6
0.430, 2.822e-6, -6.484e-6
0.425, 2.837e-6, -6.342e-6
0.420, 2.858e-6, -6.199e-6
0.415, 2.850e-6, -6.057e-6
0.410, 2.830e-6, -5.915e-6
0.405, 2.798e-6, -5.775e-6
0.400, 2.756e-6, -5.637e-6
0.395, 2.698e-6, -5.502e-6
0.390, 2.632e-6, -5.371e-6
0.385, 2.556e-6, -5.243e-6
0.380, 2.471e-6, -5.120e-6
0.375, 2.380e-6, -5.001e-6
0.370, 2.282e-6, -4.886e-6
0.365, 2.186e-6, -4.777e-6
0.360, 2.084e-6, -4.673e-6
0.355, 1.985e-6, -4.574e-6
0.350, 1.888e-6, -4.479e-6
0.345, 1.794e-6, -4.390e-6
0.340, 1.704e-6, -4.304e-6
0.335, 1.615e-6, -4.224e-6
0.330, 1.531e-6, -4.147e-6
0.325, 1.448e-6, -4.075e-6
0.320, 1.355e-6, -4.007e-6
0.315, 1.283e-6, -3.943e-6
0.310, 1.219e-6, -3.882e-6
0.305, 1.154e-6, -3.824e-6
0.300, 1.095e-6, -3.769e-6
0.295, 1.042e-6, -3.717e-6
0.290, 9.869e-7, -3.668e-6
0.285, 9.342e-7, -3.621e-6
0.280, 8.916e-7, -3.577e-6
0.275, 8.549e-7, -3.534e-6
0.270, 8.170e-7, -3.493e-6
0.265, 7.743e-7, -3.454e-6
0.260, 7.380e-7, -3.417e-6
0.255, 7.082e-7, -3.382e-6
0.250, 6.789e-7, -3.348e-6
0.245, 6.514e-7, -3.315e-6
0.240, 6.294e-7, -3.284e-6
0.235, 5.961e-7, -3.254e-6
0.230, 5.815e-7, -3.225e-6
0.225, 5.526e-7, -3.197e-6
0.220, 5.343e-7, -3.171e-6
0.215, 5.167e-7, -3.145e-6
0.210, 4.924e-7, -3.120e-6
0.205, 4.825e-7, -3.096e-6
0.200, 4.688e-7, -3.073e-6
0.195, 4.416e-7, -3.051e-6
0.190, 4.359e-7, -3.029e-6
0.185, 4.219e-7, -3.008e-6
0.180, 4.044e-7, -2.988e-6
0.175, 3.888e-7, -2.968e-6
0.170, 3.864e-7, -2.949e-6
0.165, 3.762e-7, -2.930e-6
0.160, 3.651e-7, -2.912e-6
0.155, 3.470e-7, -2.894e-6
0.150, 3.420e-7, -2.877e-6
0.145, 3.377e-7, -2.860e-6
0.140, 3.367e-7, -2.844e-6
0.135, 3.307e-7, -2.827e-6
0.130, 3.270e-7, -2.811e-6
0.125, 3.147e-7, -2.795e-6
0.120, 3.123e-7, -2.779e-6
0.115, 3.024e-7, -2.764e-6
0.110, 3.015e-7, -2.749e-6
0.105, 2.956e-7, -2.734e-6
0.100, 2.958e-7, -2.720e-6
0.095, 2.921e-7, -2.705e-6
0.090, 2.931e-7, -2.690e-6
0.085, 2.911e-7, -2.676e-6
0.080, 2.923e-7, -2.661e-6
0.075, 2.908e-7, -2.647e-6
0.070, 2.930e-7, -2.632e-6
0.065, 2.922e-7, -2.617e-6
0.060, 2.956e-7, -2.603e-6
0.055, 2.964e-7, -2.588e-6
0.050, 3.042e-7, -2.573e-6
0.045, 3.077e-7, -2.557e-6
0.040, 3.197e-7, -2.541e-6
0.035, 3.257e-7, -2.525e-6
0.030, 3.352e-7, -2.508e-6
0.025, 3.396e-7, -2.491e-6
0.020, 3.551e-7, -2.473e-6
0.015, 3.678e-7, -2.455e-6
0.010, 3.838e-7, -2.436e-6
0.005, 3.983e-7, -2.416e-6
0.000, 4.208e-7, -2.395e-6
-0.005, 4.461e-7, -2.373e-6
-0.010, 4.744e-7, -2.349e-6
-0.015, 5.049e-7, -2.324e-6
-0.020, 5.464e-7, -2.296e-6
-0.025, 5.876e-7, -2.267e-6
-0.030, 6.390e-7, -2.235e-6
-0.035, 6.823e-7, -2.201e-6
-0.040, 7.430e-7, -2.164e-6
-0.045, 7.935e-7, -2.124e-6
-0.050, 8.574e-7, -2.081e-6
-0.055, 9.053e-7, -2.036e-6
-0.060, 9.589e-7, -1.988e-6
-0.065, 1.001e-6, -1.938e-6
-0.070, 1.050e-6, -1.885e-6
-0.075, 1.089e-6, -1.831e-6
-0.080, 1.132e-6, -1.774e-6
-0.085, 1.166e-6, -1.716e-6
-0.090, 1.200e-6, -1.656e-6
-0.095, 1.231e-6, -1.594e-6
-0.100, 1.266e-6, -1.531e-6
-0.105, 1.280e-6, -1.467e-6
-0.110, 1.307e-6, -1.402e-6
-0.115, 1.318e-6, -1.336e-6
-0.120, 1.347e-6, -1.269e-6
-0.125, 1.361e-6, -1.200e-6
-0.130, 1.385e-6, -1.131e-6
-0.135, 1.402e-6, -1.061e-6
-0.140, 1.438e-6, -9.893e-7
-0.145, 1.469e-6, -9.159e-7
-0.150, 1.518e-6, -8.400e-7
-0.155, 1.566e-6, -7.617e-7
-0.160, 1.623e-6, -6.805e-7
-0.165, 1.684e-6, -5.963e-7
-0.170, 1.761e-6, -5.083e-7
-0.175, 1.838e-6, -4.164e-7
-0.180, 1.933e-6, -3.197e-7
-0.185, 2.015e-6, -2.190e-7
-0.190, 2.102e-6, -1.139e-7
-0.195, 2.185e-6, -4.622e-9
-0.200, 2.271e-6, 1.089e-7
-0.205, 2.353e-6, 2.265e-7
-0.210, 2.435e-6, 3.483e-7
-0.215, 2.501e-6, 4.733e-7
-0.220, 2.582e-6, 6.024e-7
-0.225, 2.635e-6, 7.342e-7
-0.230, 2.698e-6, 8.691e-7
-0.235, 2.730e-6, 1.006e-6
-0.240, 2.764e-6, 1.144e-6
-0.245, 2.786e-6, 1.283e-6
-0.250, 2.814e-6, 1.424e-6
-0.255, 2.812e-6, 1.564e-6
-0.260, 2.838e-6, 1.706e-6
-0.265, 2.864e-6, 1.850e-6
-0.270, 2.919e-6, 1.995e-6
-0.275, 2.990e-6, 2.145e-6
-0.280, 1.134e-6, 2.202e-6

Segment 3:
-0.275, -3.536e-7, 2.184e-6
-0.270, -7.534e-7, 2.146e-6
-0.265, -9.895e-7, 2.097e-6
-0.260, -1.133e-6, 2.040e-6
-0.255, -1.242e-6, 1.978e-6
-0.250, -1.327e-6, 1.912e-6
-0.245, -1.404e-6, 1.842e-6
-0.240, -1.460e-6, 1.769e-6
-0.235, -1.513e-6, 1.693e-6
-0.230, -1.553e-6, 1.615e-6
-0.225, -1.584e-6, 1.536e-6
-0.220, -1.599e-6, 1.456e-6
-0.215, -1.611e-6, 1.376e-6
-0.210, -1.608e-6, 1.295e-6
-0.205, -1.609e-6, 1.215e-6
-0.200, -1.592e-6, 1.135e-6
-0.195, -1.579e-6, 1.056e-6
-0.190, -1.567e-6, 9.778e-7
-0.185, -1.548e-6, 9.004e-7
-0.180, -1.522e-6, 8.243e-7
-0.175, -1.487e-6, 7.499e-7
-0.170, -1.441e-6, 6.779e-7
-0.165, -1.402e-6, 6.078e-7
-0.160, -1.352e-6, 5.402e-7
-0.155, -1.314e-6, 4.745e-7
-0.150, -1.278e-6, 4.106e-7
-0.145, -1.258e-6, 3.477e-7
-0.140, -1.229e-6, 2.863e-7
-0.135, -1.219e-6, 2.253e-7
-0.130, -1.207e-6, 1.650e-7
-0.125, -1.204e-6, 1.048e-7
-0.120, -1.200e-6, 4.478e-8
-0.115, -1.199e-6, -1.518e-8
-0.110, -1.200e-6, -7.520e-8
-0.105, -1.208e-6, -1.356e-7
-0.100, -1.205e-6, -1.958e-7
-0.095, -1.211e-6, -2.564e-7
-0.090, -1.206e-6, -3.167e-7
-0.085, -1.214e-6, -3.774e-7
-0.080, -1.217e-6, -4.383e-7
-0.075, -1.228e-6, -4.997e-7
-0.070, -1.233e-6, -5.613e-7
-0.065, -1.245e-6, -6.236e-7
-0.060, -1.245e-6, -6.858e-7
-0.055, -1.239e-6, -7.477e-7
-0.050, -1.215e-6, -8.085e-7
-0.045, -1.178e-6, -8.674e-7
-0.040, -1.115e-6, -9.231e-7
-0.035, -1.048e-6, -9.755e-7
-0.030, -9.641e-7, -1.024e-6
-0.025, -8.836e-7, -1.068e-6
-0.020, -7.947e-7, -1.108e-6
-0.015, -7.213e-7, -1.144e-6
-0.010, -6.537e-7, -1.176e-6
-0.005, -6.005e-7, -1.206e-6
-0.000, -5.457e-7, -1.234e-6
0.005, -5.095e-7, -1.259e-6
0.010, -4.662e-7, -1.282e-6
0.015, -4.392e-7, -1.304e-6
0.020, -4.072e-7, -1.325e-6
0.025, -3.834e-7, -1.344e-6
0.030, -3.579e-7, -1.362e-6
0.035, -3.428e-7, -1.379e-6
0.040, -3.241e-7, -1.395e-6
0.045, -3.116e-7, -1.411e-6
0.050, -2.921e-7, -1.425e-6
0.055, -2.805e-7, -1.439e-6
0.060, -2.673e-7, -1.453e-6
0.065, -2.615e-7, -1.466e-6
0.070, -2.515e-7, -1.478e-6
0.075, -2.478e-7, -1.491e-6
0.080, -2.388e-7, -1.503e-6
0.085, -2.364e-7, -1.515e-6
0.090, -2.294e-7, -1.526e-6
0.095, -2.280e-7, -1.537e-6
0.100, -2.236e-7, -1.549e-6
0.105, -2.215e-7, -1.560e-6
0.110, -2.163e-7, -1.571e-6
0.115, -2.169e-7, -1.581e-6
0.120, -2.119e-7, -1.592e-6
0.125, -2.132e-7, -1.603e-6
0.130, -2.087e-7, -1.613e-6
0.135, -2.109e-7, -1.624e-6
0.140, -2.064e-7, -1.634e-6
0.145, -2.084e-7, -1.644e-6
0.150, -2.053e-7, -1.655e-6
0.155, -2.070e-7, -1.665e-6
0.160, -2.038e-7, -1.675e-6
0.165, -2.060e-7, -1.685e-6
0.170, -2.028e-7, -1.696e-6
0.175, -2.053e-7, -1.706e-6
0.180, -2.022e-7, -1.716e-6
0.185, -2.065e-7, -1.726e-6
0.190, -2.081e-7, -1.737e-6
0.195, -2.139e-7, -1.747e-6
0.200, -2.139e-7, -1.758e-6
0.205, -2.176e-7, -1.769e-6
0.210, -2.157e-7, -1.780e-6
0.215, -2.177e-7, -1.791e-6
0.220, -2.143e-7, -1.801e-6
0.225, -2.161e-7, -1.812e-6
0.230, -2.131e-7, -1.823e-6
0.235, -2.168e-7, -1.834e-6
0.240, -2.146e-7, -1.844e-6
0.245, -2.180e-7, -1.855e-6
0.250, -2.161e-7, -1.866e-6
0.255, -2.195e-7, -1.877e-6
0.260, -2.173e-7, -1.888e-6
0.265, -2.197e-7, -1.899e-6
0.270, -2.177e-7, -1.910e-6
0.275, -2.214e-7, -1.921e-6
0.280, -2.194e-7, -1.932e-6
0.285, -2.230e-7, -1.943e-6
0.290, -2.210e-7, -1.954e-6
0.295, -2.263e-7, -1.965e-6
0.300, -2.259e-7, -1.977e-6
0.305, -2.316e-7, -1.988e-6
0.310, -2.308e-7, -2.000e-6
0.315, -2.366e-7, -2.012e-6
0.320, -2.354e-7, -2.023e-6
0.325, -2.414e-7, -2.035e-6
0.330, -2.422e-7, -2.048e-6
0.335, -2.461e-7, -2.060e-6
0.340, -2.463e-7, -2.072e-6
0.345, -2.510e-7, -2.085e-6
0.350, -2.538e-7, -2.097e-6
0.355, -2.584e-7, -2.110e-6
0.360, -2.596e-7, -2.123e-6
0.365, -2.645e-7, -2.137e-6
0.370, -2.652e-7, -2.150e-6
0.375, -2.723e-7, -2.163e-6
0.380, -2.727e-7, -2.177e-6
0.385, -2.792e-7, -2.191e-6
0.390, -2.786e-7, -2.205e-6
0.395, -2.850e-7, -2.219e-6
0.400, -2.867e-7, -2.234e-6
0.405, -2.952e-7, -2.248e-6
0.410, -2.939e-7, -2.263e-6
0.415, -3.052e-7, -2.278e-6
0.420, -3.081e-7, -2.294e-6
0.425, -3.160e-7, -2.309e-6
0.430, -3.186e-7, -2.325e-6
0.435, -3.269e-7, -2.342e-6
0.440, -3.287e-7, -2.358e-6
0.445, -3.380e-7, -2.375e-6
0.450, -3.455e-7, -2.392e-6
0.455, -3.565e-7, -2.410e-6
0.460, -3.636e-7, -2.428e-6
0.465, -3.752e-7, -2.447e-6
0.470, -3.834e-7, -2.466e-6
0.475, -4.037e-7, -2.486e-6
0.480, -4.173e-7, -2.507e-6
0.485, -4.337e-7, -2.529e-6
0.490, -4.525e-7, -2.552e-6
0.495, -4.728e-7, -2.575e-6
0.500, -4.907e-7, -2.600e-6
0.505, -5.246e-7, -2.626e-6
0.510, -5.557e-7, -2.654e-6
0.515, -5.780e-7, -2.683e-6
0.520, -6.094e-7, -2.713e-6
0.525, -6.377e-7, -2.745e-6
0.530, -6.678e-7, -2.778e-6
0.535, -7.042e-7, -2.814e-6
0.540, -7.271e-7, -2.850e-6
0.545, -7.585e-7, -2.888e-6
0.550, -7.799e-7, -2.927e-6
0.555, -8.102e-7, -2.967e-6
0.560, -8.290e-7, -3.009e-6
0.565, -8.560e-7, -3.052e-6
0.570, -8.729e-7, -3.095e-6
0.575, -8.998e-7, -3.140e-6
0.580, -9.231e-7, -3.187e-6
0.585, -9.510e-7, -3.234e-6
0.590, -9.677e-7, -3.282e-6
0.595, -9.956e-7, -3.332e-6
0.600, -1.012e-6, -3.383e-6
0.605, -1.038e-6, -3.435e-6
0.610, -1.058e-6, -3.488e-6
0.615, -1.082e-6, -3.542e-6
0.620, -1.099e-6, -3.597e-6
0.625, -1.119e-6, -3.653e-6
0.630, -1.139e-6, -3.710e-6
0.635, -1.155e-6, -3.767e-6
0.640, -1.171e-6, -3.826e-6
0.645, -1.192e-6, -3.885e-6
0.650, -1.203e-6, -3.946e-6
0.655, -1.221e-6, -4.007e-6
0.660, -1.235e-6, -4.068e-6
0.665, -1.250e-6, -4.131e-6
0.670, -1.260e-6, -4.194e-6
0.675, -1.277e-6, -4.258e-6
0.680, -1.292e-6, -4.322e-6
0.685, -1.304e-6, -4.387e-6
0.690, -1.319e-6, -4.453e-6
0.695, -1.333e-6, -4.520e-6
0.700, -1.342e-6, -4.587e-6
0.705, -1.350e-6, -4.655e-6
0.710, -1.358e-6, -4.723e-6
0.715, -1.374e-6, -4.791e-6
0.720, -1.380e-6, -4.860e-6
0.725, -1.392e-6, -4.930e-6
0.730, -1.397e-6, -5.000e-6
0.735, -1.406e-6, -5.070e-6
0.740, -1.415e-6, -5.141e-6
0.745, -1.428e-6, -5.212e-6
0.750, -1.437e-6, -5.284e-6
0.755, -1.445e-6, -5.356e-6
0.760, -1.450e-6, -5.429e-6
0.765, -1.458e-6, -5.502e-6
0.770, -1.469e-6, -5.575e-6
0.775, -1.483e-6, -5.649e-6
0.780, -1.490e-6, -5.724e-6
0.785, -1.498e-6, -5.799e-6
0.790, -1.505e-6, -5.874e-6
0.795, -1.522e-6, -5.950e-6
0.800, -1.532e-6, -6.027e-6
0.805, -1.542e-6, -6.104e-6
0.810, -1.547e-6, -6.181e-6
0.815, -1.564e-6, -6.259e-6
0.820, -1.571e-6, -6.338e-6
0.825, -1.588e-6, -6.417e-6
0.830, -1.594e-6, -6.497e-6
0.835, -1.610e-6, -6.577e-6
0.840, -1.626e-6, -6.659e-6
0.845, -1.639e-6, -6.741e-6
0.850, -1.646e-6, -6.823e-6
0.855, -1.666e-6, -6.906e-6
0.860, -1.682e-6, -6.990e-6
0.865, -1.700e-6, -7.075e-6
0.870, -1.718e-6, -7.161e-6
0.875, -1.736e-6, -7.248e-6
0.880, -1.746e-6, -7.335e-6
0.885, -1.768e-6, -7.424e-6
0.890, -1.781e-6, -7.513e-6
0.895, -1.794e-6, -7.602e-6
0.900, -1.810e-6, -7.693e-6
0.905, -1.828e-6, -7.784e-6
0.910, -1.835e-6, -7.876e-6
0.915, -1.851e-6, -7.969e-6
0.920, -1.870e-6, -8.062e-6
0.925, -1.883e-6, -8.156e-6
0.930, -1.890e-6, -8.251e-6
0.935, -1.905e-6, -8.346e-6
0.940, -1.921e-6, -8.442e-6
0.945, -1.931e-6, -8.539e-6
