Nov. 18, 2020   13:48:02
Cyclic Voltammetry
File: c:\documents and settings\administrator\×ÀÃæ\wyz\empty02.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.15
Low E (V) = -0.28
Init P/N = P
Scan Rate (V/s) = 0.2
Segment = 10
Sample Interval (V) = 0.005
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:
Ep = 0.415V
ip = 2.987e-6A
Ah = 1.310e-6C

Segment 3:

Segment 4:
Ep = 0.415V
ip = 3.319e-6A
Ah = 1.521e-6C

Segment 5:

Segment 6:
Ep = 0.415V
ip = 3.432e-6A
Ah = 1.602e-6C

Ep = -0.245V
ip = 2.439e-6A
Ah = 7.292e-7C

Segment 7:

Segment 8:
Ep = 0.415V
ip = 3.450e-6A
Ah = 1.610e-6C

Ep = -0.245V
ip = 2.539e-6A
Ah = 7.852e-7C

Segment 9:

Segment 10:
Ep = 0.415V
ip = 3.675e-6A
Ah = 1.692e-6C

Ep = -0.235V
ip = 2.584e-6A
Ah = 6.605e-7C

Potential/V, Current/A, Charge/C
0.580, 1.548e-6, -7.829e-6
0.575, 1.618e-6, -7.788e-6
0.570, 1.674e-6, -7.746e-6
0.565, 1.746e-6, -7.703e-6
0.560, 1.821e-6, -7.657e-6
0.555, 1.903e-6, -7.610e-6
0.550, 1.976e-6, -7.560e-6
0.545, 2.071e-6, -7.508e-6
0.540, 2.158e-6, -7.454e-6
0.535, 2.257e-6, -7.398e-6
0.530, 2.356e-6, -7.339e-6
0.525, 2.468e-6, -7.277e-6
0.520, 2.577e-6, -7.213e-6
0.515, 2.699e-6, -7.146e-6
0.510, 2.821e-6, -7.075e-6
0.505, 2.956e-6, -7.001e-6
0.500, 3.086e-6, -6.924e-6
0.495, 3.230e-6, -6.843e-6
0.490, 3.370e-6, -6.759e-6
0.485, 3.523e-6, -6.671e-6
0.480, 3.672e-6, -6.579e-6
0.475, 3.830e-6, -6.483e-6
0.470, 3.978e-6, -6.384e-6
0.465, 4.138e-6, -6.280e-6
0.460, 4.284e-6, -6.173e-6
0.455, 4.436e-6, -6.062e-6
0.450, 4.597e-6, -5.948e-6
0.445, 4.738e-6, -5.829e-6
0.440, 4.860e-6, -5.708e-6
0.435, 4.978e-6, -5.583e-6
0.430, 5.072e-6, -5.456e-6
0.425, 5.150e-6, -5.328e-6
0.420, 5.202e-6, -5.198e-6
0.415, 5.241e-6, -5.067e-6
0.410, 5.233e-6, -4.936e-6
0.405, 5.226e-6, -4.805e-6
0.400, 5.191e-6, -4.675e-6
0.395, 5.138e-6, -4.547e-6
0.390, 5.050e-6, -4.421e-6
0.385, 4.959e-6, -4.297e-6
0.380, 4.836e-6, -4.176e-6
0.375, 4.705e-6, -4.058e-6
0.370, 4.538e-6, -3.945e-6
0.365, 4.378e-6, -3.835e-6
0.360, 4.205e-6, -3.730e-6
0.355, 4.042e-6, -3.629e-6
0.350, 3.858e-6, -3.533e-6
0.345, 3.690e-6, -3.440e-6
0.340, 3.517e-6, -3.352e-6
0.335, 3.349e-6, -3.269e-6
0.330, 3.186e-6, -3.189e-6
0.325, 3.033e-6, -3.113e-6
0.320, 2.872e-6, -3.041e-6
0.315, 2.733e-6, -2.973e-6
0.310, 2.594e-6, -2.908e-6
0.305, 2.467e-6, -2.847e-6
0.300, 2.340e-6, -2.788e-6
0.295, 2.227e-6, -2.732e-6
0.290, 2.115e-6, -2.680e-6
0.285, 2.019e-6, -2.629e-6
0.280, 1.921e-6, -2.581e-6
0.275, 1.834e-6, -2.535e-6
0.270, 1.744e-6, -2.492e-6
0.265, 1.671e-6, -2.450e-6
0.260, 1.595e-6, -2.410e-6
0.255, 1.529e-6, -2.372e-6
0.250, 1.462e-6, -2.335e-6
0.245, 1.385e-6, -2.301e-6
0.240, 1.323e-6, -2.267e-6
0.235, 1.272e-6, -2.236e-6
0.230, 1.221e-6, -2.205e-6
0.225, 1.173e-6, -2.176e-6
0.220, 1.127e-6, -2.148e-6
0.215, 1.092e-6, -2.120e-6
0.210, 1.045e-6, -2.094e-6
0.205, 1.006e-6, -2.069e-6
0.200, 9.687e-7, -2.045e-6
0.195, 9.364e-7, -2.021e-6
0.190, 8.990e-7, -1.999e-6
0.185, 8.766e-7, -1.977e-6
0.180, 8.471e-7, -1.956e-6
0.175, 8.225e-7, -1.935e-6
0.170, 7.939e-7, -1.915e-6
0.165, 7.736e-7, -1.896e-6
0.160, 7.482e-7, -1.877e-6
0.155, 7.257e-7, -1.859e-6
0.150, 7.037e-7, -1.842e-6
0.145, 6.882e-7, -1.824e-6
0.140, 6.743e-7, -1.808e-6
0.135, 6.570e-7, -1.791e-6
0.130, 6.472e-7, -1.775e-6
0.125, 6.299e-7, -1.759e-6
0.120, 6.111e-7, -1.744e-6
0.115, 6.055e-7, -1.729e-6
0.110, 5.909e-7, -1.714e-6
0.105, 5.857e-7, -1.699e-6
0.100, 5.722e-7, -1.685e-6
0.095, 5.676e-7, -1.671e-6
0.090, 5.579e-7, -1.657e-6
0.085, 5.577e-7, -1.643e-6
0.080, 5.549e-7, -1.629e-6
0.075, 5.563e-7, -1.615e-6
0.070, 5.497e-7, -1.602e-6
0.065, 5.553e-7, -1.588e-6
0.060, 5.552e-7, -1.574e-6
0.055, 5.613e-7, -1.560e-6
0.050, 5.612e-7, -1.546e-6
0.045, 5.738e-7, -1.531e-6
0.040, 5.832e-7, -1.517e-6
0.035, 6.025e-7, -1.502e-6
0.030, 6.134e-7, -1.486e-6
0.025, 6.370e-7, -1.470e-6
0.020, 6.573e-7, -1.454e-6
0.015, 6.869e-7, -1.437e-6
0.010, 7.086e-7, -1.419e-6
0.005, 7.483e-7, -1.400e-6
0.000, 7.860e-7, -1.381e-6
-0.005, 8.420e-7, -1.360e-6
-0.010, 8.944e-7, -1.337e-6
-0.015, 9.614e-7, -1.313e-6
-0.020, 1.039e-6, -1.287e-6
-0.025, 1.128e-6, -1.259e-6
-0.030, 1.220e-6, -1.229e-6
-0.035, 1.326e-6, -1.196e-6
-0.040, 1.442e-6, -1.159e-6
-0.045, 1.570e-6, -1.120e-6
-0.050, 1.671e-6, -1.078e-6
-0.055, 1.773e-6, -1.034e-6
-0.060, 1.874e-6, -9.873e-7
-0.065, 1.958e-6, -9.383e-7
-0.070, 2.037e-6, -8.874e-7
-0.075, 2.107e-6, -8.347e-7
-0.080, 2.176e-6, -7.803e-7
-0.085, 2.245e-6, -7.242e-7
-0.090, 2.294e-6, -6.668e-7
-0.095, 2.350e-6, -6.081e-7
-0.100, 2.411e-6, -5.478e-7
-0.105, 2.457e-6, -4.864e-7
-0.110, 2.481e-6, -4.244e-7
-0.115, 2.508e-6, -3.616e-7
-0.120, 2.554e-6, -2.978e-7
-0.125, 2.586e-6, -2.332e-7
-0.130, 2.623e-6, -1.676e-7
-0.135, 2.654e-6, -1.012e-7
-0.140, 2.700e-6, -3.371e-8
-0.145, 2.769e-6, 3.551e-8
-0.150, 2.826e-6, 1.062e-7
-0.155, 2.909e-6, 1.789e-7
-0.160, 3.004e-6, 2.540e-7
-0.165, 3.140e-6, 3.325e-7
-0.170, 3.268e-6, 4.142e-7
-0.175, 3.398e-6, 4.991e-7
-0.180, 3.573e-6, 5.885e-7
-0.185, 3.761e-6, 6.825e-7
-0.190, 3.903e-6, 7.801e-7
-0.195, 4.053e-6, 8.814e-7
-0.200, 4.215e-6, 9.868e-7
-0.205, 4.360e-6, 1.096e-6
-0.210, 4.525e-6, 1.209e-6
-0.215, 4.654e-6, 1.325e-6
-0.220, 4.786e-6, 1.445e-6
-0.225, 4.931e-6, 1.568e-6
-0.230, 5.030e-6, 1.694e-6
-0.235, 5.080e-6, 1.821e-6
-0.240, 5.153e-6, 1.950e-6
-0.245, 5.212e-6, 2.080e-6
-0.250, 5.251e-6, 2.211e-6
-0.255, 5.264e-6, 2.343e-6
-0.260, 5.301e-6, 2.475e-6
-0.265, 5.356e-6, 2.609e-6
-0.270, 5.397e-6, 2.744e-6
-0.275, 5.479e-6, 2.881e-6
-0.280, 2.035e-6, 2.932e-6

Segment 3:
-0.275, -5.573e-7, 2.918e-6
-0.270, -1.342e-6, 2.885e-6
-0.265, -1.809e-6, 2.839e-6
-0.260, -2.149e-6, 2.786e-6
-0.255, -2.371e-6, 2.726e-6
-0.250, -2.552e-6, 2.663e-6
-0.245, -2.694e-6, 2.595e-6
-0.240, -2.821e-6, 2.525e-6
-0.235, -2.891e-6, 2.452e-6
-0.230, -2.989e-6, 2.378e-6
-0.225, -3.043e-6, 2.302e-6
-0.220, -3.088e-6, 2.224e-6
-0.215, -3.087e-6, 2.147e-6
-0.210, -3.109e-6, 2.070e-6
-0.205, -3.109e-6, 1.992e-6
-0.200, -3.098e-6, 1.914e-6
-0.195, -3.050e-6, 1.838e-6
-0.190, -3.029e-6, 1.762e-6
-0.185, -2.997e-6, 1.688e-6
-0.180, -2.956e-6, 1.614e-6
-0.175, -2.884e-6, 1.542e-6
-0.170, -2.781e-6, 1.472e-6
-0.165, -2.701e-6, 1.404e-6
-0.160, -2.618e-6, 1.339e-6
-0.155, -2.507e-6, 1.276e-6
-0.150, -2.445e-6, 1.215e-6
-0.145, -2.405e-6, 1.155e-6
-0.140, -2.347e-6, 1.096e-6
-0.135, -2.301e-6, 1.039e-6
-0.130, -2.297e-6, 9.814e-7
-0.125, -2.285e-6, 9.243e-7
-0.120, -2.281e-6, 8.673e-7
-0.115, -2.257e-6, 8.109e-7
-0.110, -2.275e-6, 7.540e-7
-0.105, -2.292e-6, 6.967e-7
-0.100, -2.301e-6, 6.392e-7
-0.095, -2.298e-6, 5.817e-7
-0.090, -2.307e-6, 5.240e-7
-0.085, -2.340e-6, 4.655e-7
-0.080, -2.353e-6, 4.067e-7
-0.075, -2.358e-6, 3.478e-7
-0.070, -2.384e-6, 2.882e-7
-0.065, -2.399e-6, 2.282e-7
-0.060, -2.430e-6, 1.675e-7
-0.055, -2.417e-6, 1.070e-7
-0.050, -2.385e-6, 4.741e-8
-0.045, -2.333e-6, -1.091e-8
-0.040, -2.233e-6, -6.674e-8
-0.035, -2.076e-6, -1.186e-7
-0.030, -1.919e-6, -1.666e-7
-0.025, -1.739e-6, -2.101e-7
-0.020, -1.570e-6, -2.493e-7
-0.015, -1.402e-6, -2.844e-7
-0.010, -1.265e-6, -3.160e-7
-0.005, -1.155e-6, -3.449e-7
-0.000, -1.051e-6, -3.712e-7
0.005, -9.653e-7, -3.953e-7
0.010, -8.913e-7, -4.176e-7
0.015, -8.287e-7, -4.383e-7
0.020, -7.760e-7, -4.577e-7
0.025, -7.215e-7, -4.757e-7
0.030, -6.766e-7, -4.926e-7
0.035, -6.390e-7, -5.086e-7
0.040, -6.043e-7, -5.237e-7
0.045, -5.683e-7, -5.379e-7
0.050, -5.363e-7, -5.513e-7
0.055, -5.177e-7, -5.643e-7
0.060, -4.932e-7, -5.766e-7
0.065, -4.744e-7, -5.885e-7
0.070, -4.620e-7, -6.000e-7
0.075, -4.467e-7, -6.112e-7
0.080, -4.368e-7, -6.221e-7
0.085, -4.210e-7, -6.326e-7
0.090, -4.166e-7, -6.430e-7
0.095, -4.102e-7, -6.533e-7
0.100, -4.073e-7, -6.635e-7
0.105, -3.917e-7, -6.733e-7
0.110, -3.908e-7, -6.830e-7
0.115, -3.825e-7, -6.926e-7
0.120, -3.821e-7, -7.022e-7
0.125, -3.755e-7, -7.115e-7
0.130, -3.776e-7, -7.210e-7
0.135, -3.745e-7, -7.304e-7
0.140, -3.740e-7, -7.397e-7
0.145, -3.692e-7, -7.489e-7
0.150, -3.699e-7, -7.582e-7
0.155, -3.693e-7, -7.674e-7
0.160, -3.714e-7, -7.767e-7
0.165, -3.660e-7, -7.858e-7
0.170, -3.662e-7, -7.950e-7
0.175, -3.674e-7, -8.042e-7
0.180, -3.711e-7, -8.135e-7
0.185, -3.667e-7, -8.226e-7
0.190, -3.672e-7, -8.318e-7
0.195, -3.671e-7, -8.410e-7
0.200, -3.714e-7, -8.503e-7
0.205, -3.677e-7, -8.595e-7
0.210, -3.677e-7, -8.687e-7
0.215, -3.693e-7, -8.779e-7
0.220, -3.722e-7, -8.872e-7
0.225, -3.692e-7, -8.964e-7
0.230, -3.726e-7, -9.057e-7
0.235, -3.727e-7, -9.151e-7
0.240, -3.738e-7, -9.244e-7
0.245, -3.723e-7, -9.337e-7
0.250, -3.770e-7, -9.431e-7
0.255, -3.765e-7, -9.525e-7
0.260, -3.789e-7, -9.620e-7
0.265, -3.766e-7, -9.714e-7
0.270, -3.842e-7, -9.810e-7
0.275, -3.845e-7, -9.907e-7
0.280, -3.903e-7, -1.000e-6
0.285, -3.855e-7, -1.010e-6
0.290, -3.938e-7, -1.020e-6
0.295, -3.931e-7, -1.030e-6
0.300, -4.029e-7, -1.040e-6
0.305, -4.021e-7, -1.050e-6
0.310, -4.075e-7, -1.060e-6
0.315, -4.081e-7, -1.070e-6
0.320, -4.159e-7, -1.081e-6
0.325, -4.164e-7, -1.091e-6
0.330, -4.220e-7, -1.102e-6
0.335, -4.241e-7, -1.112e-6
0.340, -4.268e-7, -1.123e-6
0.345, -4.284e-7, -1.134e-6
0.350, -4.382e-7, -1.145e-6
0.355, -4.395e-7, -1.156e-6
0.360, -4.519e-7, -1.167e-6
0.365, -4.508e-7, -1.178e-6
0.370, -4.595e-7, -1.190e-6
0.375, -4.663e-7, -1.201e-6
0.380, -4.712e-7, -1.213e-6
0.385, -4.762e-7, -1.225e-6
0.390, -4.938e-7, -1.237e-6
0.395, -4.977e-7, -1.250e-6
0.400, -5.069e-7, -1.262e-6
0.405, -5.152e-7, -1.275e-6
0.410, -5.162e-7, -1.288e-6
0.415, -5.384e-7, -1.302e-6
0.420, -5.580e-7, -1.316e-6
0.425, -5.619e-7, -1.330e-6
0.430, -5.731e-7, -1.344e-6
0.435, -5.920e-7, -1.359e-6
0.440, -6.116e-7, -1.374e-6
0.445, -6.195e-7, -1.390e-6
0.450, -6.444e-7, -1.406e-6
0.455, -6.621e-7, -1.422e-6
0.460, -6.845e-7, -1.439e-6
0.465, -7.052e-7, -1.457e-6
0.470, -7.321e-7, -1.475e-6
0.475, -7.603e-7, -1.494e-6
0.480, -7.919e-7, -1.514e-6
0.485, -8.273e-7, -1.535e-6
0.490, -8.681e-7, -1.556e-6
0.495, -9.088e-7, -1.579e-6
0.500, -9.622e-7, -1.603e-6
0.505, -1.008e-6, -1.628e-6
0.510, -1.073e-6, -1.655e-6
0.515, -1.130e-6, -1.683e-6
0.520, -1.199e-6, -1.713e-6
0.525, -1.259e-6, -1.745e-6
0.530, -1.327e-6, -1.778e-6
0.535, -1.398e-6, -1.813e-6
0.540, -1.466e-6, -1.850e-6
0.545, -1.520e-6, -1.888e-6
0.550, -1.579e-6, -1.927e-6
0.555, -1.640e-6, -1.968e-6
0.560, -1.703e-6, -2.011e-6
0.565, -1.754e-6, -2.055e-6
0.570, -1.807e-6, -2.100e-6
0.575, -1.861e-6, -2.146e-6
0.580, -1.914e-6, -2.194e-6
0.585, -1.958e-6, -2.243e-6
0.590, -2.011e-6, -2.293e-6
0.595, -2.057e-6, -2.345e-6
0.600, -2.116e-6, -2.398e-6
0.605, -2.149e-6, -2.451e-6
0.610, -2.196e-6, -2.506e-6
0.615, -2.243e-6, -2.562e-6
0.620, -2.292e-6, -2.620e-6
0.625, -2.323e-6, -2.678e-6
0.630, -2.359e-6, -2.737e-6
0.635, -2.394e-6, -2.797e-6
0.640, -2.436e-6, -2.858e-6
0.645, -2.461e-6, -2.919e-6
0.650, -2.487e-6, -2.981e-6
0.655, -2.518e-6, -3.044e-6
0.660, -2.546e-6, -3.108e-6
0.665, -2.560e-6, -3.172e-6
0.670, -2.585e-6, -3.236e-6
0.675, -2.607e-6, -3.302e-6
0.680, -2.630e-6, -3.367e-6
0.685, -2.642e-6, -3.433e-6
0.690, -2.660e-6, -3.500e-6
0.695, -2.673e-6, -3.567e-6
0.700, -2.694e-6, -3.634e-6
0.705, -2.702e-6, -3.702e-6
0.710, -2.716e-6, -3.770e-6
0.715, -2.733e-6, -3.838e-6
0.720, -2.748e-6, -3.907e-6
0.725, -2.753e-6, -3.975e-6
0.730, -2.765e-6, -4.044e-6
0.735, -2.777e-6, -4.114e-6
0.740, -2.792e-6, -4.184e-6
0.745, -2.799e-6, -4.254e-6
0.750, -2.811e-6, -4.324e-6
0.755, -2.815e-6, -4.394e-6
0.760, -2.828e-6, -4.465e-6
0.765, -2.834e-6, -4.536e-6
0.770, -2.844e-6, -4.607e-6
0.775, -2.847e-6, -4.678e-6
0.780, -2.858e-6, -4.750e-6
0.785, -2.864e-6, -4.821e-6
0.790, -2.871e-6, -4.893e-6
0.795, -2.883e-6, -4.965e-6
0.800, -2.896e-6, -5.038e-6
0.805, -2.898e-6, -5.110e-6
0.810, -2.908e-6, -5.183e-6
0.815, -2.923e-6, -5.256e-6
0.820, -2.927e-6, -5.329e-6
0.825, -2.939e-6, -5.402e-6
0.830, -2.949e-6, -5.476e-6
0.835, -2.965e-6, -5.550e-6
0.840, -2.983e-6, -5.625e-6
0.845, -2.997e-6, -5.700e-6
0.850, -3.013e-6, -5.775e-6
0.855, -3.027e-6, -5.851e-6
0.860, -3.049e-6, -5.927e-6
0.865, -3.060e-6, -6.003e-6
0.870, -3.081e-6, -6.080e-6
0.875, -3.096e-6, -6.158e-6
0.880, -3.122e-6, -6.236e-6
0.885, -3.139e-6, -6.314e-6
0.890, -3.160e-6, -6.393e-6
0.895, -3.179e-6, -6.473e-6
0.900, -3.205e-6, -6.553e-6
0.905, -3.227e-6, -6.634e-6
0.910, -3.246e-6, -6.715e-6
0.915, -3.270e-6, -6.797e-6
0.920, -3.294e-6, -6.879e-6
0.925, -3.309e-6, -6.962e-6
0.930, -3.334e-6, -7.045e-6
0.935, -3.355e-6, -7.129e-6
0.940, -3.380e-6, -7.213e-6
0.945, -3.397e-6, -7.298e-6
0.950, -3.420e-6, -7.384e-6
0.955, -3.437e-6, -7.470e-6
0.960, -3.460e-6, -7.556e-6
0.965, -3.480e-6, -7.643e-6
