Nov. 18, 2020   13:49:08
Cyclic Voltammetry
File: c:\documents and settings\administrator\×ÀÃæ\wyz\empty05.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.15
Low E (V) = -0.28
Init P/N = P
Scan Rate (V/s) = 0.5
Segment = 10
Sample Interval (V) = 0.005
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:
Ep = 0.400V
ip = 6.567e-6A
Ah = 1.243e-6C

Segment 3:

Segment 4:
Ep = 0.400V
ip = 6.978e-6A
Ah = 1.355e-6C

Ep = -0.250V
ip = 5.177e-6A
Ah = 6.080e-7C

Segment 5:

Segment 6:
Ep = 0.400V
ip = 7.234e-6A
Ah = 1.408e-6C

Ep = -0.240V
ip = 6.005e-6A
Ah = 6.497e-7C

Segment 7:

Segment 8:
Ep = 0.400V
ip = 7.437e-6A
Ah = 1.457e-6C

Ep = -0.240V
ip = 6.250e-6A
Ah = 6.925e-7C

Segment 9:

Segment 10:
Ep = 0.400V
ip = 7.666e-6A
Ah = 1.492e-6C

Ep = -0.240V
ip = 5.954e-6A
Ah = 6.454e-7C

Potential/V, Current/A, Charge/C
0.590, 3.396e-6, -6.024e-6
0.585, 3.444e-6, -5.990e-6
0.580, 3.643e-6, -5.953e-6
0.575, 3.719e-6, -5.916e-6
0.570, 3.928e-6, -5.877e-6
0.565, 4.019e-6, -5.837e-6
0.560, 4.241e-6, -5.794e-6
0.555, 4.355e-6, -5.751e-6
0.550, 4.612e-6, -5.705e-6
0.545, 4.737e-6, -5.657e-6
0.540, 4.996e-6, -5.607e-6
0.535, 5.149e-6, -5.556e-6
0.530, 5.430e-6, -5.501e-6
0.525, 5.600e-6, -5.445e-6
0.520, 5.904e-6, -5.386e-6
0.515, 6.105e-6, -5.325e-6
0.510, 6.443e-6, -5.261e-6
0.505, 6.663e-6, -5.194e-6
0.500, 7.013e-6, -5.124e-6
0.495, 7.257e-6, -5.052e-6
0.490, 7.628e-6, -4.975e-6
0.485, 7.909e-6, -4.896e-6
0.480, 8.296e-6, -4.813e-6
0.475, 8.579e-6, -4.727e-6
0.470, 8.980e-6, -4.638e-6
0.465, 9.273e-6, -4.545e-6
0.460, 9.675e-6, -4.448e-6
0.455, 9.968e-6, -4.348e-6
0.450, 1.037e-5, -4.245e-6
0.445, 1.064e-5, -4.138e-6
0.440, 1.103e-5, -4.028e-6
0.435, 1.129e-5, -3.915e-6
0.430, 1.162e-5, -3.799e-6
0.425, 1.181e-5, -3.681e-6
0.420, 1.208e-5, -3.560e-6
0.415, 1.220e-5, -3.438e-6
0.410, 1.236e-5, -3.314e-6
0.405, 1.240e-5, -3.190e-6
0.400, 1.250e-5, -3.065e-6
0.395, 1.244e-5, -2.941e-6
0.390, 1.243e-5, -2.817e-6
0.385, 1.226e-5, -2.694e-6
0.380, 1.216e-5, -2.573e-6
0.375, 1.189e-5, -2.454e-6
0.370, 1.169e-5, -2.337e-6
0.365, 1.135e-5, -2.223e-6
0.360, 1.107e-5, -2.113e-6
0.355, 1.065e-5, -2.006e-6
0.350, 1.033e-5, -1.903e-6
0.345, 9.888e-6, -1.804e-6
0.340, 9.544e-6, -1.708e-6
0.335, 9.090e-6, -1.618e-6
0.330, 8.739e-6, -1.530e-6
0.325, 8.291e-6, -1.447e-6
0.320, 7.949e-6, -1.368e-6
0.315, 7.498e-6, -1.293e-6
0.310, 7.176e-6, -1.221e-6
0.305, 6.785e-6, -1.153e-6
0.300, 6.491e-6, -1.088e-6
0.295, 6.116e-6, -1.027e-6
0.290, 5.849e-6, -9.686e-7
0.285, 5.514e-6, -9.135e-7
0.280, 5.290e-6, -8.606e-7
0.275, 4.990e-6, -8.107e-7
0.270, 4.792e-6, -7.628e-7
0.265, 4.509e-6, -7.177e-7
0.260, 4.336e-6, -6.743e-7
0.255, 4.093e-6, -6.334e-7
0.250, 3.950e-6, -5.939e-7
0.245, 3.734e-6, -5.566e-7
0.240, 3.616e-6, -5.204e-7
0.235, 3.419e-6, -4.862e-7
0.230, 3.320e-6, -4.530e-7
0.225, 3.137e-6, -4.216e-7
0.220, 3.051e-6, -3.911e-7
0.215, 2.883e-6, -3.623e-7
0.210, 2.811e-6, -3.342e-7
0.205, 2.667e-6, -3.075e-7
0.200, 2.611e-6, -2.814e-7
0.195, 2.465e-6, -2.568e-7
0.190, 2.413e-6, -2.326e-7
0.185, 2.279e-6, -2.098e-7
0.180, 2.243e-6, -1.874e-7
0.175, 2.119e-6, -1.662e-7
0.170, 2.083e-6, -1.454e-7
0.165, 1.971e-6, -1.257e-7
0.160, 1.946e-6, -1.062e-7
0.155, 1.842e-6, -8.779e-8
0.150, 1.830e-6, -6.949e-8
0.145, 1.723e-6, -5.226e-8
0.140, 1.712e-6, -3.514e-8
0.135, 1.626e-6, -1.887e-8
0.130, 1.625e-6, -2.624e-9
0.125, 1.537e-6, 1.275e-8
0.120, 1.543e-6, 2.818e-8
0.115, 1.461e-6, 4.278e-8
0.110, 1.469e-6, 5.747e-8
0.105, 1.375e-6, 7.122e-8
0.100, 1.405e-6, 8.527e-8
0.095, 1.324e-6, 9.851e-8
0.090, 1.355e-6, 1.121e-7
0.085, 1.288e-6, 1.249e-7
0.080, 1.320e-6, 1.381e-7
0.075, 1.265e-6, 1.508e-7
0.070, 1.311e-6, 1.639e-7
0.065, 1.259e-6, 1.765e-7
0.060, 1.313e-6, 1.896e-7
0.055, 1.268e-6, 2.023e-7
0.050, 1.333e-6, 2.156e-7
0.045, 1.294e-6, 2.286e-7
0.040, 1.385e-6, 2.424e-7
0.035, 1.349e-6, 2.559e-7
0.030, 1.477e-6, 2.707e-7
0.025, 1.463e-6, 2.853e-7
0.020, 1.586e-6, 3.012e-7
0.015, 1.571e-6, 3.169e-7
0.010, 1.749e-6, 3.344e-7
0.005, 1.741e-6, 3.518e-7
0.000, 1.944e-6, 3.712e-7
-0.005, 1.974e-6, 3.910e-7
-0.010, 2.253e-6, 4.135e-7
-0.015, 2.294e-6, 4.364e-7
-0.020, 2.639e-6, 4.628e-7
-0.025, 2.729e-6, 4.901e-7
-0.030, 3.148e-6, 5.216e-7
-0.035, 3.253e-6, 5.541e-7
-0.040, 3.760e-6, 5.917e-7
-0.045, 3.851e-6, 6.302e-7
-0.050, 4.357e-6, 6.738e-7
-0.055, 4.412e-6, 7.179e-7
-0.060, 4.910e-6, 7.670e-7
-0.065, 4.863e-6, 8.157e-7
-0.070, 5.307e-6, 8.687e-7
-0.075, 5.212e-6, 9.208e-7
-0.080, 5.592e-6, 9.768e-7
-0.085, 5.434e-6, 1.031e-6
-0.090, 5.791e-6, 1.089e-6
-0.095, 5.618e-6, 1.145e-6
-0.100, 5.962e-6, 1.205e-6
-0.105, 5.761e-6, 1.262e-6
-0.110, 6.082e-6, 1.323e-6
-0.115, 5.838e-6, 1.382e-6
-0.120, 6.173e-6, 1.443e-6
-0.125, 5.930e-6, 1.503e-6
-0.130, 6.285e-6, 1.566e-6
-0.135, 6.021e-6, 1.626e-6
-0.140, 6.396e-6, 1.690e-6
-0.145, 6.213e-6, 1.752e-6
-0.150, 6.643e-6, 1.818e-6
-0.155, 6.512e-6, 1.883e-6
-0.160, 7.026e-6, 1.954e-6
-0.165, 6.956e-6, 2.023e-6
-0.170, 7.578e-6, 2.099e-6
-0.175, 7.592e-6, 2.175e-6
-0.180, 8.333e-6, 2.258e-6
-0.185, 8.367e-6, 2.342e-6
-0.190, 9.095e-6, 2.433e-6
-0.195, 9.124e-6, 2.524e-6
-0.200, 9.841e-6, 2.622e-6
-0.205, 9.854e-6, 2.721e-6
-0.210, 1.051e-5, 2.826e-6
-0.215, 1.048e-5, 2.931e-6
-0.220, 1.111e-5, 3.042e-6
-0.225, 1.102e-5, 3.152e-6
-0.230, 1.158e-5, 3.268e-6
-0.235, 1.137e-5, 3.382e-6
-0.240, 1.185e-5, 3.500e-6
-0.245, 1.156e-5, 3.616e-6
-0.250, 1.199e-5, 3.736e-6
-0.255, 1.166e-5, 3.852e-6
-0.260, 1.204e-5, 3.973e-6
-0.265, 1.173e-5, 4.090e-6
-0.270, 1.213e-5, 4.211e-6
-0.275, 1.185e-5, 4.330e-6
-0.280, 8.113e-6, 4.411e-6

Segment 3:
-0.275, -5.790e-7, 4.405e-6
-0.270, -2.565e-6, 4.379e-6
-0.265, -4.201e-6, 4.337e-6
-0.260, -4.735e-6, 4.290e-6
-0.255, -5.721e-6, 4.233e-6
-0.250, -5.903e-6, 4.174e-6
-0.245, -6.682e-6, 4.107e-6
-0.240, -6.665e-6, 4.040e-6
-0.235, -7.329e-6, 3.967e-6
-0.230, -7.223e-6, 3.895e-6
-0.225, -7.791e-6, 3.817e-6
-0.220, -7.565e-6, 3.741e-6
-0.215, -8.023e-6, 3.661e-6
-0.210, -7.690e-6, 3.584e-6
-0.205, -8.099e-6, 3.503e-6
-0.200, -7.658e-6, 3.427e-6
-0.195, -8.025e-6, 3.346e-6
-0.190, -7.557e-6, 3.271e-6
-0.185, -7.842e-6, 3.192e-6
-0.180, -7.372e-6, 3.119e-6
-0.175, -7.518e-6, 3.043e-6
-0.170, -6.945e-6, 2.974e-6
-0.165, -7.016e-6, 2.904e-6
-0.160, -6.423e-6, 2.840e-6
-0.155, -6.498e-6, 2.775e-6
-0.150, -5.960e-6, 2.715e-6
-0.145, -6.085e-6, 2.654e-6
-0.140, -5.625e-6, 2.598e-6
-0.135, -5.844e-6, 2.540e-6
-0.130, -5.479e-6, 2.485e-6
-0.125, -5.737e-6, 2.427e-6
-0.120, -5.420e-6, 2.373e-6
-0.115, -5.706e-6, 2.316e-6
-0.110, -5.441e-6, 2.262e-6
-0.105, -5.776e-6, 2.204e-6
-0.100, -5.527e-6, 2.149e-6
-0.095, -5.886e-6, 2.090e-6
-0.090, -5.627e-6, 2.034e-6
-0.085, -6.010e-6, 1.973e-6
-0.080, -5.787e-6, 1.916e-6
-0.075, -6.182e-6, 1.854e-6
-0.070, -5.926e-6, 1.794e-6
-0.065, -6.322e-6, 1.731e-6
-0.060, -6.056e-6, 1.671e-6
-0.055, -6.363e-6, 1.607e-6
-0.050, -5.985e-6, 1.547e-6
-0.045, -6.152e-6, 1.486e-6
-0.040, -5.607e-6, 1.430e-6
-0.035, -5.520e-6, 1.374e-6
-0.030, -4.837e-6, 1.326e-6
-0.025, -4.630e-6, 1.280e-6
-0.020, -3.932e-6, 1.240e-6
-0.015, -3.724e-6, 1.203e-6
-0.010, -3.161e-6, 1.172e-6
-0.005, -3.021e-6, 1.141e-6
-0.000, -2.564e-6, 1.116e-6
0.005, -2.503e-6, 1.091e-6
0.010, -2.167e-6, 1.069e-6
0.015, -2.117e-6, 1.048e-6
0.020, -1.861e-6, 1.029e-6
0.025, -1.839e-6, 1.011e-6
0.030, -1.603e-6, 9.948e-7
0.035, -1.591e-6, 9.789e-7
0.040, -1.407e-6, 9.649e-7
0.045, -1.412e-6, 9.507e-7
0.050, -1.257e-6, 9.382e-7
0.055, -1.264e-6, 9.255e-7
0.060, -1.140e-6, 9.141e-7
0.065, -1.152e-6, 9.026e-7
0.070, -1.042e-6, 8.922e-7
0.075, -1.069e-6, 8.815e-7
0.080, -9.755e-7, 8.717e-7
0.085, -9.993e-7, 8.618e-7
0.090, -9.169e-7, 8.526e-7
0.095, -9.463e-7, 8.431e-7
0.100, -8.812e-7, 8.343e-7
0.105, -9.133e-7, 8.252e-7
0.110, -8.495e-7, 8.167e-7
0.115, -8.823e-7, 8.079e-7
0.120, -8.328e-7, 7.995e-7
0.125, -8.752e-7, 7.908e-7
0.130, -8.220e-7, 7.826e-7
0.135, -8.615e-7, 7.739e-7
0.140, -8.056e-7, 7.659e-7
0.145, -8.455e-7, 7.574e-7
0.150, -7.993e-7, 7.494e-7
0.155, -8.398e-7, 7.410e-7
0.160, -7.951e-7, 7.331e-7
0.165, -8.358e-7, 7.247e-7
0.170, -7.932e-7, 7.168e-7
0.175, -8.366e-7, 7.084e-7
0.180, -7.937e-7, 7.005e-7
0.185, -8.355e-7, 6.921e-7
0.190, -7.918e-7, 6.842e-7
0.195, -8.358e-7, 6.759e-7
0.200, -7.913e-7, 6.680e-7
0.205, -8.380e-7, 6.596e-7
0.210, -7.917e-7, 6.517e-7
0.215, -8.377e-7, 6.433e-7
0.220, -7.930e-7, 6.353e-7
0.225, -8.380e-7, 6.270e-7
0.230, -7.997e-7, 6.190e-7
0.235, -8.388e-7, 6.106e-7
0.240, -7.983e-7, 6.026e-7
0.245, -8.440e-7, 5.942e-7
0.250, -8.043e-7, 5.861e-7
0.255, -8.466e-7, 5.777e-7
0.260, -8.086e-7, 5.696e-7
0.265, -8.560e-7, 5.610e-7
0.270, -8.139e-7, 5.529e-7
0.275, -8.622e-7, 5.442e-7
0.280, -8.213e-7, 5.360e-7
0.285, -8.696e-7, 5.273e-7
0.290, -8.298e-7, 5.190e-7
0.295, -8.748e-7, 5.103e-7
0.300, -8.331e-7, 5.020e-7
0.305, -8.804e-7, 4.932e-7
0.310, -8.371e-7, 4.848e-7
0.315, -8.836e-7, 4.760e-7
0.320, -8.456e-7, 4.675e-7
0.325, -8.915e-7, 4.586e-7
0.330, -8.579e-7, 4.500e-7
0.335, -9.107e-7, 4.409e-7
0.340, -8.741e-7, 4.322e-7
0.345, -9.214e-7, 4.229e-7
0.350, -8.842e-7, 4.141e-7
0.355, -9.388e-7, 4.047e-7
0.360, -8.968e-7, 3.957e-7
0.365, -9.698e-7, 3.860e-7
0.370, -9.251e-7, 3.768e-7
0.375, -9.867e-7, 3.669e-7
0.380, -9.496e-7, 3.574e-7
0.385, -1.026e-6, 3.472e-7
0.390, -9.825e-7, 3.373e-7
0.395, -1.052e-6, 3.268e-7
0.400, -1.023e-6, 3.166e-7
0.405, -1.095e-6, 3.057e-7
0.410, -1.047e-6, 2.952e-7
0.415, -1.139e-6, 2.838e-7
0.420, -1.116e-6, 2.726e-7
0.425, -1.195e-6, 2.607e-7
0.430, -1.164e-6, 2.490e-7
0.435, -1.261e-6, 2.364e-7
0.440, -1.231e-6, 2.241e-7
0.445, -1.332e-6, 2.108e-7
0.450, -1.303e-6, 1.978e-7
0.455, -1.419e-6, 1.836e-7
0.460, -1.390e-6, 1.697e-7
0.465, -1.519e-6, 1.545e-7
0.470, -1.502e-6, 1.394e-7
0.475, -1.637e-6, 1.231e-7
0.480, -1.630e-6, 1.068e-7
0.485, -1.806e-6, 8.872e-8
0.490, -1.809e-6, 7.063e-8
0.495, -1.984e-6, 5.079e-8
0.500, -2.011e-6, 3.068e-8
0.505, -2.222e-6, 8.455e-9
0.510, -2.271e-6, -1.426e-8
0.515, -2.506e-6, -3.932e-8
0.520, -2.573e-6, -6.506e-8
0.525, -2.839e-6, -9.344e-8
0.530, -2.913e-6, -1.226e-7
0.535, -3.195e-6, -1.545e-7
0.540, -3.273e-6, -1.872e-7
0.545, -3.559e-6, -2.228e-7
0.550, -3.609e-6, -2.589e-7
0.555, -3.890e-6, -2.978e-7
0.560, -3.921e-6, -3.370e-7
0.565, -4.180e-6, -3.788e-7
0.570, -4.203e-6, -4.209e-7
0.575, -4.442e-6, -4.653e-7
0.580, -4.457e-6, -5.098e-7
0.585, -4.706e-6, -5.569e-7
0.590, -4.712e-6, -6.040e-7
0.595, -4.969e-6, -6.537e-7
0.600, -4.965e-6, -7.034e-7
0.605, -5.206e-6, -7.554e-7
0.610, -5.192e-6, -8.073e-7
0.615, -5.444e-6, -8.618e-7
0.620, -5.420e-6, -9.160e-7
0.625, -5.642e-6, -9.724e-7
0.630, -5.589e-6, -1.028e-6
0.635, -5.822e-6, -1.087e-6
0.640, -5.787e-6, -1.144e-6
0.645, -5.971e-6, -1.204e-6
0.650, -5.911e-6, -1.263e-6
0.655, -6.083e-6, -1.324e-6
0.660, -6.009e-6, -1.384e-6
0.665, -6.180e-6, -1.446e-6
0.670, -6.105e-6, -1.507e-6
0.675, -6.267e-6, -1.570e-6
0.680, -6.183e-6, -1.631e-6
0.685, -6.335e-6, -1.695e-6
0.690, -6.243e-6, -1.757e-6
0.695, -6.392e-6, -1.821e-6
0.700, -6.291e-6, -1.884e-6
0.705, -6.444e-6, -1.949e-6
0.710, -6.332e-6, -2.012e-6
0.715, -6.478e-6, -2.077e-6
0.720, -6.365e-6, -2.140e-6
0.725, -6.514e-6, -2.205e-6
0.730, -6.406e-6, -2.269e-6
0.735, -6.550e-6, -2.335e-6
0.740, -6.444e-6, -2.399e-6
0.745, -6.576e-6, -2.465e-6
0.750, -6.482e-6, -2.530e-6
0.755, -6.591e-6, -2.596e-6
0.760, -6.492e-6, -2.661e-6
0.765, -6.607e-6, -2.727e-6
0.770, -6.498e-6, -2.792e-6
0.775, -6.607e-6, -2.858e-6
0.780, -6.500e-6, -2.923e-6
0.785, -6.610e-6, -2.989e-6
0.790, -6.509e-6, -3.054e-6
0.795, -6.608e-6, -3.120e-6
0.800, -6.506e-6, -3.185e-6
0.805, -6.603e-6, -3.251e-6
0.810, -6.514e-6, -3.316e-6
0.815, -6.608e-6, -3.383e-6
0.820, -6.504e-6, -3.448e-6
0.825, -6.612e-6, -3.514e-6
0.830, -6.530e-6, -3.579e-6
0.835, -6.624e-6, -3.645e-6
0.840, -6.554e-6, -3.711e-6
0.845, -6.663e-6, -3.777e-6
0.850, -6.591e-6, -3.843e-6
0.855, -6.692e-6, -3.910e-6
0.860, -6.624e-6, -3.976e-6
0.865, -6.728e-6, -4.044e-6
0.870, -6.664e-6, -4.110e-6
0.875, -6.764e-6, -4.178e-6
0.880, -6.718e-6, -4.245e-6
0.885, -6.830e-6, -4.314e-6
0.890, -6.769e-6, -4.381e-6
0.895, -6.904e-6, -4.450e-6
0.900, -6.848e-6, -4.519e-6
0.905, -6.965e-6, -4.588e-6
0.910, -6.916e-6, -4.658e-6
0.915, -7.036e-6, -4.728e-6
0.920, -6.994e-6, -4.798e-6
0.925, -7.108e-6, -4.869e-6
0.930, -7.073e-6, -4.940e-6
0.935, -7.177e-6, -5.011e-6
0.940, -7.138e-6, -5.083e-6
0.945, -7.256e-6, -5.155e-6
