Nov. 18, 2020   14:15:48
Cyclic Voltammetry
File: c:\documents and settings\administrator\×ÀÃæ\wyz\o2b.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.15
Low E (V) = -0.28
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.005
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Segment 1:

Segment 2:
Ep = 0.310V
ip = 1.017e-5A
Ah = 1.076e-5C

Segment 3:
Segment 4:
Ep = 0.305V
ip = 1.224e-5A
Ah = 1.357e-5C

Ep = -0.245V
ip = 2.182e-6A
Ah = 6.843e-7C

Segment 5:
Ep = 1.145V
ip = -9.099e-8A
Ah = -3.275e-8C

Segment 6:
Ep = 0.345V
ip = 1.238e-5A
Ah = 1.100e-5C

Segment 7:
Segment 8:
Ep = 0.320V
ip = 1.422e-5A
Ah = 1.483e-5C

Segment 9:
Segment 10:
Ep = 0.295V
ip = 1.457e-5A
Ah = 1.923e-5C

Ep = 0.150V
ip = 4.065e-6A
Ah = 1.004e-6C

Potential/V, Current/A, Charge/C
0.580, 8.933e-7, -5.599e-6
0.575, 9.297e-7, -5.552e-6
0.570, 9.756e-7, -5.504e-6
0.565, 1.018e-6, -5.453e-6
0.560, 1.060e-6, -5.400e-6
0.555, 1.111e-6, -5.344e-6
0.550, 1.167e-6, -5.286e-6
0.545, 1.223e-6, -5.225e-6
0.540, 1.283e-6, -5.161e-6
0.535, 1.346e-6, -5.093e-6
0.530, 1.439e-6, -5.021e-6
0.525, 1.515e-6, -4.946e-6
0.520, 1.604e-6, -4.865e-6
0.515, 1.690e-6, -4.781e-6
0.510, 1.798e-6, -4.691e-6
0.505, 1.901e-6, -4.596e-6
0.500, 2.025e-6, -4.495e-6
0.495, 2.159e-6, -4.387e-6
0.490, 2.305e-6, -4.271e-6
0.485, 2.468e-6, -4.148e-6
0.480, 2.651e-6, -4.016e-6
0.475, 2.847e-6, -3.873e-6
0.470, 3.068e-6, -3.720e-6
0.465, 3.307e-6, -3.554e-6
0.460, 3.568e-6, -3.376e-6
0.455, 3.854e-6, -3.183e-6
0.450, 4.168e-6, -2.975e-6
0.445, 4.504e-6, -2.750e-6
0.440, 4.878e-6, -2.506e-6
0.435, 5.261e-6, -2.243e-6
0.430, 5.669e-6, -1.959e-6
0.425, 6.103e-6, -1.654e-6
0.420, 6.564e-6, -1.326e-6
0.415, 7.032e-6, -9.744e-7
0.410, 7.509e-6, -5.990e-7
0.405, 8.011e-6, -1.984e-7
0.400, 8.513e-6, 2.272e-7
0.395, 9.007e-6, 6.776e-7
0.390, 9.507e-6, 1.153e-6
0.385, 9.989e-6, 1.652e-6
0.380, 1.046e-5, 2.176e-6
0.375, 1.092e-5, 2.722e-6
0.370, 1.135e-5, 3.289e-6
0.365, 1.173e-5, 3.876e-6
0.360, 1.208e-5, 4.480e-6
0.355, 1.240e-5, 5.100e-6
0.350, 1.269e-5, 5.735e-6
0.345, 1.293e-5, 6.381e-6
0.340, 1.314e-5, 7.038e-6
0.335, 1.330e-5, 7.703e-6
0.330, 1.344e-5, 8.375e-6
0.325, 1.354e-5, 9.052e-6
0.320, 1.359e-5, 9.732e-6
0.315, 1.362e-5, 1.041e-5
0.310, 1.365e-5, 1.109e-5
0.305, 1.363e-5, 1.178e-5
0.300, 1.358e-5, 1.246e-5
0.295, 1.352e-5, 1.313e-5
0.290, 1.347e-5, 1.381e-5
0.285, 1.338e-5, 1.447e-5
0.280, 1.327e-5, 1.514e-5
0.275, 1.313e-5, 1.579e-5
0.270, 1.301e-5, 1.644e-5
0.265, 1.287e-5, 1.709e-5
0.260, 1.276e-5, 1.773e-5
0.255, 1.268e-5, 1.836e-5
0.250, 1.264e-5, 1.899e-5
0.245, 1.258e-5, 1.962e-5
0.240, 1.253e-5, 2.025e-5
0.235, 1.249e-5, 2.087e-5
0.230, 1.250e-5, 2.150e-5
0.225, 1.252e-5, 2.212e-5
0.220, 1.256e-5, 2.275e-5
0.215, 1.261e-5, 2.338e-5
0.210, 1.268e-5, 2.402e-5
0.205, 1.277e-5, 2.465e-5
0.200, 1.283e-5, 2.530e-5
0.195, 1.278e-5, 2.594e-5
0.190, 1.268e-5, 2.657e-5
0.185, 1.257e-5, 2.720e-5
0.180, 1.247e-5, 2.782e-5
0.175, 1.238e-5, 2.844e-5
0.170, 1.231e-5, 2.906e-5
0.165, 1.226e-5, 2.967e-5
0.160, 1.225e-5, 3.028e-5
0.155, 1.226e-5, 3.089e-5
0.150, 1.232e-5, 3.151e-5
0.145, 1.241e-5, 3.213e-5
0.140, 1.252e-5, 3.276e-5
0.135, 1.260e-5, 3.339e-5
0.130, 1.266e-5, 3.402e-5
0.125, 1.270e-5, 3.465e-5
0.120, 1.267e-5, 3.529e-5
0.115, 1.258e-5, 3.592e-5
0.110, 1.244e-5, 3.654e-5
0.105, 1.229e-5, 3.715e-5
0.100, 1.217e-5, 3.776e-5
0.095, 1.204e-5, 3.836e-5
0.090, 1.193e-5, 3.896e-5
0.085, 1.184e-5, 3.955e-5
0.080, 1.178e-5, 4.014e-5
0.075, 1.171e-5, 4.073e-5
0.070, 1.165e-5, 4.131e-5
0.065, 1.163e-5, 4.189e-5
0.060, 1.164e-5, 4.247e-5
0.055, 1.159e-5, 4.305e-5
0.050, 1.149e-5, 4.363e-5
0.045, 1.139e-5, 4.420e-5
0.040, 1.129e-5, 4.476e-5
0.035, 1.119e-5, 4.532e-5
0.030, 1.112e-5, 4.588e-5
0.025, 1.115e-5, 4.643e-5
0.020, 1.126e-5, 4.700e-5
0.015, 1.136e-5, 4.756e-5
0.010, 1.148e-5, 4.814e-5
0.005, 1.161e-5, 4.872e-5
0.000, 1.175e-5, 4.931e-5
-0.005, 1.181e-5, 4.990e-5
-0.010, 1.180e-5, 5.049e-5
-0.015, 1.175e-5, 5.107e-5
-0.020, 1.177e-5, 5.166e-5
-0.025, 1.187e-5, 5.226e-5
-0.030, 1.195e-5, 5.285e-5
-0.035, 1.189e-5, 5.345e-5
-0.040, 1.180e-5, 5.404e-5
-0.045, 1.167e-5, 5.462e-5
-0.050, 1.153e-5, 5.520e-5
-0.055, 1.143e-5, 5.577e-5
-0.060, 1.134e-5, 5.634e-5
-0.065, 1.125e-5, 5.690e-5
-0.070, 1.125e-5, 5.746e-5
-0.075, 1.131e-5, 5.803e-5
-0.080, 1.136e-5, 5.860e-5
-0.085, 1.136e-5, 5.916e-5
-0.090, 1.133e-5, 5.973e-5
-0.095, 1.131e-5, 6.030e-5
-0.100, 1.134e-5, 6.086e-5
-0.105, 1.145e-5, 6.144e-5
-0.110, 1.172e-5, 6.202e-5
-0.115, 1.214e-5, 6.263e-5
-0.120, 1.267e-5, 6.326e-5
-0.125, 1.321e-5, 6.392e-5
-0.130, 1.385e-5, 6.461e-5
-0.135, 1.451e-5, 6.534e-5
-0.140, 1.504e-5, 6.609e-5
-0.145, 1.549e-5, 6.687e-5
-0.150, 1.603e-5, 6.767e-5
-0.155, 1.669e-5, 6.850e-5
-0.160, 1.729e-5, 6.937e-5
-0.165, 1.767e-5, 7.025e-5
-0.170, 1.788e-5, 7.114e-5
-0.175, 1.798e-5, 7.204e-5
-0.180, 1.799e-5, 7.294e-5
-0.185, 1.796e-5, 7.384e-5
-0.190, 1.791e-5, 7.474e-5
-0.195, 1.785e-5, 7.563e-5
-0.200, 1.786e-5, 7.652e-5
-0.205, 1.789e-5, 7.742e-5
-0.210, 1.795e-5, 7.831e-5
-0.215, 1.808e-5, 7.922e-5
-0.220, 1.827e-5, 8.013e-5
-0.225, 1.849e-5, 8.106e-5
-0.230, 1.876e-5, 8.199e-5
-0.235, 1.892e-5, 8.294e-5
-0.240, 1.901e-5, 8.389e-5
-0.245, 1.899e-5, 8.484e-5
-0.250, 1.884e-5, 8.578e-5
-0.255, 1.847e-5, 8.671e-5
-0.260, 1.801e-5, 8.761e-5
-0.265, 1.750e-5, 8.848e-5
-0.270, 1.697e-5, 8.933e-5
-0.275, 1.648e-5, 9.015e-5
-0.280, 1.423e-5, 9.087e-5

Segment 3:
-0.275, 1.272e-5, 9.150e-5
-0.270, 1.224e-5, 9.211e-5
-0.265, 1.190e-5, 9.271e-5
-0.260, 1.163e-5, 9.329e-5
-0.255, 1.139e-5, 9.386e-5
-0.250, 1.117e-5, 9.442e-5
-0.245, 1.099e-5, 9.497e-5
-0.240, 1.085e-5, 9.551e-5
-0.235, 1.076e-5, 9.605e-5
-0.230, 1.065e-5, 9.658e-5
-0.225, 1.053e-5, 9.711e-5
-0.220, 1.045e-5, 9.763e-5
-0.215, 1.044e-5, 9.815e-5
-0.210, 1.051e-5, 9.868e-5
-0.205, 1.054e-5, 9.920e-5
-0.200, 1.051e-5, 9.973e-5
-0.195, 1.047e-5, 1.003e-4
-0.190, 1.041e-5, 1.008e-4
-0.185, 1.030e-5, 1.013e-4
-0.180, 1.015e-5, 1.018e-4
-0.175, 1.000e-5, 1.023e-4
-0.170, 9.884e-6, 1.028e-4
-0.165, 9.786e-6, 1.033e-4
-0.160, 9.697e-6, 1.038e-4
-0.155, 9.618e-6, 1.042e-4
-0.150, 9.561e-6, 1.047e-4
-0.145, 9.522e-6, 1.052e-4
-0.140, 9.529e-6, 1.057e-4
-0.135, 9.513e-6, 1.062e-4
-0.130, 9.497e-6, 1.066e-4
-0.125, 9.505e-6, 1.071e-4
-0.120, 9.590e-6, 1.076e-4
-0.115, 9.687e-6, 1.081e-4
-0.110, 9.774e-6, 1.086e-4
-0.105, 9.898e-6, 1.090e-4
-0.100, 1.010e-5, 1.096e-4
-0.095, 1.030e-5, 1.101e-4
-0.090, 1.052e-5, 1.106e-4
-0.085, 1.077e-5, 1.111e-4
-0.080, 1.102e-5, 1.117e-4
-0.075, 1.116e-5, 1.122e-4
-0.070, 1.126e-5, 1.128e-4
-0.065, 1.152e-5, 1.134e-4
-0.060, 1.202e-5, 1.140e-4
-0.055, 1.260e-5, 1.146e-4
-0.050, 1.316e-5, 1.153e-4
-0.045, 1.385e-5, 1.160e-4
-0.040, 1.478e-5, 1.167e-4
-0.035, 1.574e-5, 1.175e-4
-0.030, 1.654e-5, 1.183e-4
-0.025, 1.711e-5, 1.192e-4
-0.020, 1.746e-5, 1.200e-4
-0.015, 1.754e-5, 1.209e-4
-0.010, 1.733e-5, 1.218e-4
-0.005, 1.689e-5, 1.226e-4
-0.000, 1.647e-5, 1.235e-4
0.005, 1.609e-5, 1.243e-4
0.010, 1.571e-5, 1.250e-4
0.015, 1.530e-5, 1.258e-4
0.020, 1.488e-5, 1.266e-4
0.025, 1.452e-5, 1.273e-4
0.030, 1.418e-5, 1.280e-4
0.035, 1.381e-5, 1.287e-4
0.040, 1.350e-5, 1.294e-4
0.045, 1.323e-5, 1.300e-4
0.050, 1.300e-5, 1.307e-4
0.055, 1.278e-5, 1.313e-4
0.060, 1.259e-5, 1.319e-4
0.065, 1.238e-5, 1.326e-4
0.070, 1.218e-5, 1.332e-4
0.075, 1.202e-5, 1.338e-4
0.080, 1.192e-5, 1.344e-4
0.085, 1.180e-5, 1.350e-4
0.090, 1.166e-5, 1.355e-4
0.095, 1.150e-5, 1.361e-4
0.100, 1.138e-5, 1.367e-4
0.105, 1.130e-5, 1.372e-4
0.110, 1.119e-5, 1.378e-4
0.115, 1.095e-5, 1.384e-4
0.120, 1.069e-5, 1.389e-4
0.125, 1.051e-5, 1.394e-4
0.130, 1.038e-5, 1.399e-4
0.135, 1.025e-5, 1.404e-4
0.140, 1.010e-5, 1.409e-4
0.145, 9.924e-6, 1.414e-4
0.150, 9.795e-6, 1.419e-4
0.155, 9.707e-6, 1.424e-4
0.160, 9.649e-6, 1.429e-4
0.165, 9.558e-6, 1.434e-4
0.170, 9.466e-6, 1.439e-4
0.175, 9.358e-6, 1.443e-4
0.180, 9.310e-6, 1.448e-4
0.185, 9.257e-6, 1.452e-4
0.190, 9.136e-6, 1.457e-4
0.195, 9.001e-6, 1.462e-4
0.200, 8.920e-6, 1.466e-4
0.205, 8.817e-6, 1.470e-4
0.210, 8.685e-6, 1.475e-4
0.215, 8.559e-6, 1.479e-4
0.220, 8.473e-6, 1.483e-4
0.225, 8.401e-6, 1.487e-4
0.230, 8.376e-6, 1.492e-4
0.235, 8.413e-6, 1.496e-4
0.240, 8.505e-6, 1.500e-4
0.245, 8.627e-6, 1.504e-4
0.250, 8.815e-6, 1.509e-4
0.255, 9.067e-6, 1.513e-4
0.260, 9.354e-6, 1.518e-4
0.265, 9.680e-6, 1.523e-4
0.270, 1.009e-5, 1.528e-4
0.275, 1.052e-5, 1.533e-4
0.280, 1.091e-5, 1.539e-4
0.285, 1.128e-5, 1.544e-4
0.290, 1.169e-5, 1.550e-4
0.295, 1.205e-5, 1.556e-4
0.300, 1.234e-5, 1.562e-4
0.305, 1.257e-5, 1.569e-4
0.310, 1.281e-5, 1.575e-4
0.315, 1.299e-5, 1.582e-4
0.320, 1.307e-5, 1.588e-4
0.325, 1.309e-5, 1.595e-4
0.330, 1.318e-5, 1.601e-4
0.335, 1.330e-5, 1.608e-4
0.340, 1.338e-5, 1.615e-4
0.345, 1.330e-5, 1.621e-4
0.350, 1.313e-5, 1.628e-4
0.355, 1.289e-5, 1.634e-4
0.360, 1.259e-5, 1.640e-4
0.365, 1.226e-5, 1.647e-4
0.370, 1.197e-5, 1.653e-4
0.375, 1.166e-5, 1.658e-4
0.380, 1.134e-5, 1.664e-4
0.385, 1.108e-5, 1.670e-4
0.390, 1.091e-5, 1.675e-4
0.395, 1.075e-5, 1.680e-4
0.400, 1.055e-5, 1.686e-4
0.405, 1.029e-5, 1.691e-4
0.410, 1.005e-5, 1.696e-4
0.415, 9.803e-6, 1.701e-4
0.420, 9.588e-6, 1.706e-4
0.425, 9.365e-6, 1.710e-4
0.430, 9.123e-6, 1.715e-4
0.435, 8.926e-6, 1.719e-4
0.440, 8.811e-6, 1.724e-4
0.445, 8.722e-6, 1.728e-4
0.450, 8.602e-6, 1.732e-4
0.455, 8.413e-6, 1.737e-4
0.460, 8.189e-6, 1.741e-4
0.465, 7.935e-6, 1.745e-4
0.470, 7.655e-6, 1.748e-4
0.475, 7.325e-6, 1.752e-4
0.480, 6.984e-6, 1.756e-4
0.485, 6.629e-6, 1.759e-4
0.490, 6.267e-6, 1.762e-4
0.495, 5.874e-6, 1.765e-4
0.500, 5.496e-6, 1.768e-4
0.505, 5.110e-6, 1.770e-4
0.510, 4.739e-6, 1.773e-4
0.515, 4.355e-6, 1.775e-4
0.520, 4.004e-6, 1.777e-4
0.525, 3.660e-6, 1.779e-4
0.530, 3.334e-6, 1.780e-4
0.535, 3.014e-6, 1.782e-4
0.540, 2.713e-6, 1.783e-4
0.545, 2.412e-6, 1.784e-4
0.550, 2.130e-6, 1.786e-4
0.555, 1.854e-6, 1.786e-4
0.560, 1.598e-6, 1.787e-4
0.565, 1.338e-6, 1.788e-4
0.570, 1.102e-6, 1.788e-4
0.575, 8.838e-7, 1.789e-4
0.580, 6.757e-7, 1.789e-4
0.585, 4.841e-7, 1.789e-4
0.590, 3.099e-7, 1.790e-4
0.595, 1.440e-7, 1.790e-4
0.600, -3.659e-9, 1.790e-4
0.605, -1.564e-7, 1.790e-4
0.610, -2.825e-7, 1.789e-4
0.615, -4.012e-7, 1.789e-4
0.620, -5.086e-7, 1.789e-4
0.625, -6.000e-7, 1.789e-4
0.630, -6.863e-7, 1.788e-4
0.635, -7.630e-7, 1.788e-4
0.640, -8.307e-7, 1.788e-4
0.645, -8.929e-7, 1.787e-4
0.650, -9.423e-7, 1.787e-4
0.655, -9.902e-7, 1.786e-4
0.660, -1.031e-6, 1.786e-4
0.665, -1.067e-6, 1.785e-4
0.670, -1.102e-6, 1.785e-4
0.675, -1.130e-6, 1.784e-4
0.680, -1.151e-6, 1.783e-4
0.685, -1.176e-6, 1.783e-4
0.690, -1.197e-6, 1.782e-4
0.695, -1.214e-6, 1.782e-4
0.700, -1.230e-6, 1.781e-4
0.705, -1.243e-6, 1.780e-4
0.710, -1.256e-6, 1.780e-4
0.715, -1.273e-6, 1.779e-4
0.720, -1.284e-6, 1.778e-4
0.725, -1.297e-6, 1.778e-4
0.730, -1.306e-6, 1.777e-4
0.735, -1.317e-6, 1.777e-4
0.740, -1.326e-6, 1.776e-4
0.745, -1.337e-6, 1.775e-4
0.750, -1.344e-6, 1.775e-4
0.755, -1.353e-6, 1.774e-4
0.760, -1.361e-6, 1.773e-4
0.765, -1.371e-6, 1.772e-4
0.770, -1.377e-6, 1.772e-4
0.775, -1.388e-6, 1.771e-4
0.780, -1.395e-6, 1.770e-4
0.785, -1.405e-6, 1.770e-4
0.790, -1.413e-6, 1.769e-4
0.795, -1.423e-6, 1.768e-4
0.800, -1.429e-6, 1.768e-4
0.805, -1.439e-6, 1.767e-4
0.810, -1.449e-6, 1.766e-4
0.815, -1.461e-6, 1.765e-4
0.820, -1.467e-6, 1.765e-4
0.825, -1.479e-6, 1.764e-4
0.830, -1.489e-6, 1.763e-4
0.835, -1.502e-6, 1.762e-4
0.840, -1.513e-6, 1.762e-4
0.845, -1.524e-6, 1.761e-4
0.850, -1.533e-6, 1.760e-4
0.855, -1.548e-6, 1.759e-4
0.860, -1.558e-6, 1.759e-4
0.865, -1.572e-6, 1.758e-4
0.870, -1.581e-6, 1.757e-4
0.875, -1.596e-6, 1.756e-4
0.880, -1.607e-6, 1.755e-4
0.885, -1.620e-6, 1.755e-4
0.890, -1.629e-6, 1.754e-4
0.895, -1.645e-6, 1.753e-4
0.900, -1.656e-6, 1.752e-4
0.905, -1.672e-6, 1.751e-4
0.910, -1.684e-6, 1.750e-4
0.915, -1.700e-6, 1.750e-4
0.920, -1.716e-6, 1.749e-4
0.925, -1.731e-6, 1.748e-4
0.930, -1.743e-6, 1.747e-4
0.935, -1.756e-6, 1.746e-4
0.940, -1.766e-6, 1.745e-4
0.945, -1.778e-6, 1.744e-4
0.950, -1.789e-6, 1.743e-4
0.955, -1.802e-6, 1.743e-4
0.960, -1.810e-6, 1.742e-4
0.965, -1.820e-6, 1.741e-4
